"","date","fed","stock","market","trump","bank","rate","big","cramer","share","new","year","ceo","job","investor","high","apple","hike","tax","earning","rise","report","facebook","china","growth","analyst","trade","street","economy","good","buy","wall","plan","time","amazon","fall","company","hit","bitcoin","dollar","low","tech","yellen","expect","rally","price","iphone","central","early","start","cut","billion","datum","deal","economic","update","need","google","week","bond","ed","policy","oil","business","inflation","mover","sale","op","look","beat","raise","million","like","strategist","trader","sell","goldman","want","twitter","hour","global","fund","ahead","surge","jump","change","gold","chair","come","watch","drop","gain","ecb","day","yield","Date","Open","High","Low","Close","Adj.Close","Volume","Date_prev","pre_close","Rise"
"269","16-May-16",6,7,3,1,3,5,3,3,4,3,7,3,0,2,3,7,5,0,0,3,0,1,1,2,0,1,0,0,4,1,1,0,0,0,0,0,0,0,0,3,0,1,0,0,2,0,0,3,0,1,0,0,0,0,0,0,0,2,1,7,0,3,0,0,2,0,5,3,0,0,0,1,1,1,2,1,0,1,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,"2016-05-17",17701.460938,17701.460938,17469.919922,17529.980469,17529.980469,103260000,"16-May-16",17710.710938,"False"
"270","16-May-17",1,13,7,6,0,1,7,2,5,7,6,4,2,6,2,7,1,1,1,2,2,2,0,1,2,4,2,3,1,1,3,2,4,4,3,2,2,0,0,4,9,0,1,0,2,0,0,2,5,5,3,3,6,0,0,2,4,0,0,13,3,2,1,0,2,1,12,1,2,0,0,2,0,0,1,3,2,0,1,3,2,0,0,2,0,3,0,2,2,3,3,0,5,2,"2017-05-17",20846.169922,20846.169922,20601.080078,20606.929688,20606.929688,423200000,"16-May-17",20979.75,"False"
"271","16-Nov-16",9,5,1,14,3,5,5,2,3,0,3,4,2,2,0,0,5,0,0,2,0,0,0,2,1,5,1,0,0,2,1,0,0,2,0,4,2,0,5,2,3,1,1,0,0,0,0,3,0,0,0,2,0,0,0,0,2,0,0,25,0,0,1,1,1,2,4,3,2,0,2,0,0,3,4,2,0,0,0,0,1,0,3,0,1,2,0,4,0,0,0,0,1,0,"2016-11-17",18866.220703,18904.029297,18845.269531,18903.820313,18903.820313,89940000,"16-Nov-16",18868.140625,"True"
"272","16-Nov-17",11,19,12,3,17,12,8,1,11,5,8,7,7,2,14,4,4,18,5,11,0,1,4,1,10,4,6,6,5,13,7,8,2,4,1,10,3,1,0,3,5,0,12,3,3,4,4,0,2,6,1,3,3,3,10,6,0,5,5,39,0,4,3,0,0,0,28,2,3,2,0,0,1,1,1,1,2,4,2,1,8,3,3,7,5,3,4,4,0,4,1,2,2,4,"2017-11-17",23433.769531,23433.769531,23356.009766,23358.240234,23358.240234,386000000,"16-Nov-17",23458.359375,"False"
"273","16-Oct-16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"2016-10-17",18135.849609,18162.279297,18063.019531,18086.400391,18086.400391,75960000,"16-Oct-16",18138.380859,"False"
"274","16-Oct-17",25,26,20,22,9,15,10,11,2,12,17,1,1,7,4,20,9,11,6,5,1,3,10,4,6,0,1,3,0,3,2,1,4,0,0,1,4,6,4,4,14,10,1,0,3,8,5,5,6,4,4,2,1,2,4,0,0,7,3,45,0,2,0,4,0,0,16,0,3,4,4,3,4,0,2,2,2,0,2,1,8,0,0,0,2,2,10,0,4,2,1,0,2,3,"2017-10-17",22952.410156,23002.199219,22948.230469,22997.439453,22997.439453,273090000,"16-Oct-17",22956.960938,"True"
"275","17-Apr-17",0,7,3,5,6,5,0,3,3,2,3,1,0,4,0,0,0,2,3,0,1,2,2,5,6,2,5,1,1,2,5,0,1,2,0,0,2,0,2,7,2,0,0,0,2,0,0,2,2,0,1,0,1,0,0,0,0,1,3,8,2,0,1,0,2,0,7,0,0,0,0,2,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,"2017-04-18",20561.390625,20600.119141,20462.279297,20523.279297,20523.279297,263180000,"17-Apr-17",20636.919922,"False"
"276","17-Aug-16",6,2,2,0,0,3,0,0,8,3,3,0,2,0,1,0,1,0,2,2,2,2,0,0,0,2,0,0,4,0,0,0,4,0,0,2,0,0,0,3,1,0,0,3,0,0,0,4,3,2,0,4,2,0,0,0,0,0,0,12,0,1,0,0,2,0,4,6,2,0,0,1,1,2,0,1,0,0,1,3,0,1,1,1,0,1,0,0,0,0,0,0,2,0,"2016-08-18",18566.539063,18600.820313,18533.289063,18597.699219,18597.699219,70740000,"17-Aug-16",18573.939453,"True"
"277","17-Aug-17",32,12,27,22,21,26,0,4,0,5,6,4,8,1,8,4,15,4,0,4,0,1,4,0,5,4,1,1,4,1,1,8,1,7,6,0,7,2,2,8,2,0,0,1,3,0,7,2,3,4,6,1,0,6,4,1,0,0,1,41,1,1,1,1,2,0,10,2,0,2,0,2,0,0,1,1,0,0,5,3,2,2,0,0,0,2,0,2,3,2,2,4,4,2,"2017-08-18",21724.880859,21793.349609,21641.630859,21674.509766,21674.509766,309070000,"17-Aug-17",21750.730469,"False"
"278","17-Dec-17",0,9,0,1,3,1,0,0,0,1,0,2,0,5,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2017-12-18",24739.560547,24876.070313,24739.560547,24792.199219,24792.199219,354880000,"17-Dec-17",24651.740234,"True"
"279","17-Feb-16",9,2,2,0,0,6,4,4,0,0,1,2,1,0,3,7,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,2,0,2,0,0,0,0,0,1,0,0,3,2,0,0,2,2,0,0,0,0,0,0,2,0,2,1,19,0,1,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,3,1,"2016-02-18",16483.759766,16511.839844,16390.429688,16413.429688,16413.429688,104950000,"17-Feb-16",16453.830078,"False"
"280","17-Jan-17",14,9,2,44,16,6,5,6,10,3,6,23,9,8,2,0,0,2,8,5,4,2,9,1,3,31,0,9,7,2,0,0,1,0,4,2,1,0,4,9,2,0,0,2,2,0,4,1,1,2,4,0,3,2,0,5,0,2,0,28,9,1,8,0,1,5,16,0,0,0,1,0,0,6,1,1,2,0,2,5,1,3,2,2,1,1,7,0,0,0,0,0,3,0,"2017-01-18",19822.730469,19828.199219,19739,19804.720703,19804.720703,279760000,"17-Jan-17",19826.769531,"False"
"281","17-Jan-18",12,13,9,2,45,23,7,16,9,3,14,4,2,6,12,17,8,7,15,8,5,6,11,2,5,5,8,4,4,2,5,4,5,0,8,0,6,19,9,7,2,0,16,1,8,7,8,4,0,4,13,0,0,3,18,3,6,0,6,32,4,0,0,0,0,0,13,2,6,0,0,3,3,4,2,9,3,0,2,0,0,2,4,2,1,9,0,1,0,4,1,5,11,3,"2018-01-18",26149.550781,26153.419922,25947.320313,26017.810547,26017.810547,492780000,"17-Jan-18",26115.650391,"False"
"282","17-Jul-16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2016-07-18",18521.550781,18556.130859,18489.839844,18533.050781,18533.050781,75540000,"17-Jul-16",18516.550781,"True"
"283","17-Jul-17",7,8,10,5,8,5,6,10,6,8,4,0,0,8,1,3,0,4,7,5,12,0,8,4,5,2,4,0,3,3,3,3,6,6,0,0,2,0,1,6,1,0,1,1,1,3,2,3,6,0,6,3,0,4,0,0,3,7,3,25,2,2,8,1,2,0,13,8,2,1,5,1,0,1,0,0,0,1,1,4,0,1,0,0,6,0,0,4,4,1,4,2,10,0,"2017-07-18",21589.939453,21589.939453,21471.140625,21574.730469,21574.730469,251110000,"17-Jul-17",21629.720703,"False"
"284","17-Mar-16",27,1,8,6,11,8,0,3,0,0,0,0,10,0,2,3,0,1,1,8,0,0,0,0,1,10,2,4,0,3,2,1,0,0,0,1,0,0,3,1,1,0,4,3,2,0,2,2,0,4,0,0,0,0,0,2,0,0,0,33,2,3,0,0,2,1,7,6,0,0,0,1,0,0,2,0,0,0,1,2,0,2,2,0,3,3,0,2,1,0,0,0,5,0,"2016-03-18",17481.490234,17620.580078,17481.490234,17602.300781,17602.300781,321230000,"17-Mar-16",17481.490234,"True"
"285","17-May-16",0,8,7,4,0,6,2,3,8,2,2,3,0,2,0,0,3,0,3,2,0,0,4,0,1,2,2,1,6,0,2,0,1,1,0,3,0,0,0,3,0,0,3,0,2,0,0,2,2,1,0,0,0,0,0,0,0,0,1,5,0,1,0,0,2,4,10,1,4,2,0,0,3,1,0,3,0,0,2,0,1,0,0,2,0,3,0,0,1,0,3,0,4,0,"2016-05-18",17501.279297,17636.220703,17418.210938,17526.619141,17526.619141,79120000,"17-May-16",17529.980469,"False"
"286","17-May-17",1,9,15,12,2,5,6,6,1,2,2,4,4,6,5,5,0,2,2,4,2,0,1,2,1,3,2,2,5,0,2,0,2,6,0,0,3,0,3,4,2,0,10,1,6,9,0,2,7,4,2,0,0,0,0,4,10,0,3,24,2,2,6,0,2,0,14,6,1,5,2,0,2,1,9,1,3,0,1,0,4,3,0,0,4,1,0,5,0,0,1,0,4,0,"2017-05-18",20579.650391,20759.199219,20553.449219,20663.019531,20663.019531,422590000,"17-May-17",20606.929688,"True"
"287","17-Nov-16",13,3,7,15,1,7,4,1,2,7,6,1,6,2,6,0,7,1,3,4,0,0,0,0,3,5,0,6,3,1,1,1,0,0,0,2,4,0,1,10,2,11,4,2,2,0,0,2,4,5,2,0,0,0,0,0,0,0,1,22,2,0,4,0,2,5,8,1,2,1,0,1,0,3,1,1,4,0,2,0,1,0,0,0,0,3,0,4,0,0,3,0,0,0,"2016-11-18",18905.330078,18915.740234,18853.830078,18867.929688,18867.929688,109880000,"17-Nov-16",18903.820313,"False"
"288","17-Oct-16",4,4,4,0,2,2,0,3,0,2,0,2,0,1,2,3,0,0,3,0,0,0,0,2,1,7,1,0,1,1,2,0,1,1,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,9,2,1,0,2,1,1,5,1,3,0,1,1,0,3,1,5,1,2,1,0,1,0,1,0,0,7,0,0,3,0,0,0,0,0,"2016-10-18",18145.060547,18225.800781,18129.449219,18161.939453,18161.939453,74600000,"17-Oct-16",18086.400391,"True"
"289","17-Oct-17",27,14,17,15,12,8,14,4,7,10,10,1,0,9,10,0,1,4,13,7,1,3,1,1,2,11,10,3,5,1,5,7,1,0,0,1,7,3,8,3,2,3,3,4,1,0,1,7,2,7,2,4,2,0,7,1,9,1,3,36,0,0,0,4,0,0,10,0,8,0,4,10,4,6,0,8,1,0,2,0,5,0,0,6,2,10,13,4,0,0,1,1,6,4,"2017-10-18",23087.130859,23172.929688,23086.75,23157.599609,23157.599609,271870000,"17-Oct-17",22997.439453,"True"
"290","17-Sep-17",2,0,0,3,9,4,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,1,0,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6,0,0,0,2,0,4,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"2017-09-18",22297.919922,22355.619141,22283.349609,22331.349609,22331.349609,302740000,"17-Sep-17",22268.339844,"True"
"291","18-Apr-16",0,7,2,1,4,3,7,2,4,0,1,2,0,0,1,0,0,2,3,0,1,0,0,0,0,1,0,3,0,3,0,0,0,2,5,0,0,0,0,5,4,0,0,0,1,0,0,2,2,0,0,0,0,0,0,2,0,1,1,4,0,7,1,0,2,3,5,3,0,0,0,0,1,1,0,1,0,0,2,0,0,0,1,1,2,1,0,0,0,2,0,2,2,0,"2016-04-19",18012.099609,18103.460938,17984.429688,18053.599609,18053.599609,89820000,"18-Apr-16",18004.160156,"True"
"292","18-Apr-17",0,7,7,13,8,0,8,3,2,11,4,6,2,5,2,5,0,1,6,5,0,4,2,1,5,2,2,2,2,3,2,0,0,0,5,5,0,0,2,3,2,0,3,1,0,4,0,2,4,0,3,0,3,1,0,0,0,1,1,17,1,0,5,0,2,0,8,2,1,1,2,2,0,2,2,3,1,1,1,2,3,0,0,0,0,4,0,8,1,4,0,0,4,3,"2017-04-19",20503.519531,20546.689453,20379.550781,20404.490234,20404.490234,294790000,"18-Apr-17",20523.279297,"False"
"293","18-Aug-16",4,6,4,4,1,6,2,0,5,7,3,5,6,1,1,2,0,0,3,3,7,0,0,2,1,2,1,0,3,8,2,3,3,0,4,2,2,0,0,2,0,0,3,0,1,2,0,2,0,0,0,0,0,7,0,0,1,0,1,14,0,0,2,0,2,1,4,0,0,0,2,0,2,2,1,0,0,1,1,2,1,0,1,1,2,2,1,1,2,0,3,0,0,0,"2016-08-19",18585.169922,18585.169922,18491.240234,18552.570313,18552.570313,93170000,"18-Aug-16",18597.699219,"False"
"294","18-Dec-16",3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2016-12-19",19836.660156,19917.779297,19832.949219,19883.060547,19883.060547,302310000,"18-Dec-16",19843.410156,"True"
"295","18-Dec-17",4,9,10,4,11,2,5,5,6,7,13,3,5,4,7,3,0,5,3,7,1,8,4,1,1,1,0,3,2,3,0,4,7,2,2,4,10,14,2,1,6,0,2,0,4,0,1,1,0,0,5,3,3,4,0,1,3,3,6,9,0,0,0,0,0,1,10,1,0,4,3,6,0,0,3,1,2,3,2,1,3,4,2,3,4,1,2,0,0,0,0,0,1,3,"2017-12-19",24834.380859,24850.109375,24715.599609,24754.75,24754.75,335330000,"18-Dec-17",24792.199219,"False"
"296","18-Feb-16",3,3,3,0,1,3,0,2,0,2,0,2,2,2,2,10,3,0,0,0,1,0,0,2,1,2,2,3,2,3,0,0,0,0,2,0,1,0,0,0,2,0,0,4,0,0,0,4,0,1,0,0,3,0,0,2,0,0,0,8,0,3,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,"2016-02-19",16410.960938,16410.960938,16278,16391.990234,16391.990234,134340000,"18-Feb-16",16413.429688,"False"
"297","18-Jan-16",0,2,1,0,4,0,0,1,0,0,2,0,0,1,0,0,3,0,0,0,2,0,7,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"2016-01-19",16009.450195,16171.959961,15900.25,16016.019531,16016.019531,144360000,"18-Jan-16",15988.080078,"True"
"298","18-Jan-17",13,9,6,36,18,11,1,10,3,6,1,20,5,3,5,1,0,1,6,3,0,1,4,1,0,12,1,13,2,0,1,2,1,5,0,5,8,0,8,10,2,9,4,4,3,1,4,5,0,3,1,0,1,0,0,1,0,4,1,44,6,0,1,2,1,0,23,1,0,4,0,6,1,2,0,2,0,3,2,9,1,0,1,0,2,3,2,2,0,2,0,0,7,0,"2017-01-19",19813.550781,19824.140625,19677.939453,19732.400391,19732.400391,301750000,"18-Jan-17",19804.720703,"False"
"299","18-Jan-18",13,8,14,17,18,10,5,2,17,5,25,5,8,5,12,6,7,5,4,1,8,0,4,5,1,1,0,1,6,10,3,3,3,3,9,6,0,6,6,17,7,0,10,3,1,0,1,3,17,2,0,3,1,1,3,1,2,0,1,34,9,3,1,0,0,0,19,3,7,5,6,1,0,0,2,7,3,0,2,0,0,0,0,2,1,7,3,0,1,6,2,0,2,7,"2018-01-19",25987.349609,26071.720703,25942.830078,26071.720703,26071.720703,585000000,"18-Jan-18",26017.810547,"True"
"300","18-Jul-16",0,5,6,7,5,4,8,4,0,2,1,0,5,3,1,0,0,0,2,0,0,0,0,0,0,1,2,0,0,2,2,0,3,0,3,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,1,8,0,0,0,0,1,1,4,2,0,0,0,0,1,1,0,0,0,1,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,"2016-07-19",18503.119141,18562.529297,18495.109375,18559.009766,18559.009766,85840000,"18-Jul-16",18533.050781,"True"
"301","18-Jul-17",9,15,11,12,17,0,7,11,6,17,3,7,0,2,6,4,0,1,9,5,5,1,3,3,5,14,15,6,2,4,12,4,2,3,3,10,4,0,3,5,7,0,5,6,3,3,2,3,0,2,1,0,5,0,0,3,6,1,2,30,3,0,2,0,2,0,17,2,6,0,0,5,0,2,1,13,0,2,1,0,1,1,1,0,1,14,1,3,2,0,0,0,1,0,"2017-07-19",21569.25,21640.75,21565.839844,21640.75,21640.75,253040000,"18-Jul-17",21574.730469,"True"
"302","18-Jun-17",3,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2017-06-19",21444.75,21528.990234,21436.080078,21528.990234,21528.990234,289400000,"18-Jun-17",21384.279297,"True"
"303","18-May-16",16,4,2,0,8,9,2,0,2,3,1,3,2,2,0,0,10,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,2,2,1,1,0,0,0,2,2,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,3,0,0,20,0,1,4,0,1,3,1,2,2,0,0,2,0,0,0,1,2,0,2,0,0,0,1,0,1,1,0,1,0,0,0,0,3,0,"2016-05-19",17514.160156,17514.160156,17331.070313,17435.400391,17435.400391,95530000,"18-May-16",17526.619141,"False"
"304","18-May-17",16,9,7,16,3,13,7,3,3,10,0,8,1,6,2,2,0,2,0,7,0,0,2,1,0,6,0,4,4,3,0,7,1,3,1,6,1,0,0,3,2,0,7,0,1,2,2,2,1,2,0,0,0,0,0,1,10,1,0,35,1,3,2,0,2,0,24,5,0,0,0,1,2,5,2,0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,2,7,0,"2017-05-19",20698.279297,20857.130859,20687.939453,20804.839844,20804.839844,365180000,"18-May-17",20663.019531,"True"
"305","18-Oct-16",0,6,5,0,1,3,0,3,2,0,1,0,0,1,6,1,0,0,2,1,0,0,0,0,3,0,1,1,4,0,1,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,1,7,0,1,0,0,2,1,3,0,2,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,5,0,"2016-10-19",18178.210938,18252.199219,18169.25,18202.619141,18202.619141,88040000,"18-Oct-16",18161.939453,"True"
"306","18-Oct-17",19,9,17,7,16,6,10,11,10,15,10,13,2,7,3,0,2,6,4,10,1,2,5,5,2,3,2,1,2,10,3,0,3,6,0,7,3,4,5,6,11,0,1,4,1,0,1,9,9,6,2,3,2,2,3,3,0,0,5,37,0,1,4,1,0,3,12,3,3,4,8,3,0,2,2,1,2,1,1,0,3,1,0,8,0,5,0,3,1,0,5,1,2,4,"2017-10-19",23107.470703,23167.240234,23052.669922,23163.039063,23163.039063,350400000,"18-Oct-17",23157.599609,"True"
"307","18-Sep-16",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2016-09-19",18154.820313,18254.880859,18093.050781,18120.169922,18120.169922,78090000,"18-Sep-16",18123.800781,"False"
"308","18-Sep-17",32,20,34,7,47,9,6,2,2,9,2,12,6,6,15,3,2,3,0,3,1,7,3,1,4,0,1,0,0,2,1,0,7,3,5,11,3,8,6,3,4,0,0,2,4,5,9,6,0,4,6,0,0,5,3,10,3,8,4,63,2,0,4,1,3,2,20,1,0,1,8,1,4,0,4,6,2,0,2,17,0,6,3,0,1,10,0,4,8,3,3,0,1,2,"2017-09-19",22349.699219,22386.009766,22340.710938,22370.800781,22370.800781,295570000,"18-Sep-17",22331.349609,"True"
"309","19-Apr-16",2,5,6,0,3,1,4,5,3,7,0,0,2,1,8,0,0,0,5,0,3,1,3,5,5,4,2,0,0,3,2,2,0,1,2,0,0,0,0,0,0,0,0,0,2,2,0,1,0,1,1,2,2,0,0,2,4,0,1,7,0,4,0,0,1,0,2,0,3,0,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,2,5,0,5,0,"2016-04-20",18059.490234,18167.630859,18031.210938,18096.269531,18096.269531,100210000,"19-Apr-16",18053.599609,"True"
"310","19-Apr-17",5,6,2,6,4,5,3,0,10,2,6,0,2,6,7,4,0,4,14,7,0,6,3,0,4,4,6,0,2,0,1,0,1,4,1,7,0,0,5,6,2,0,1,1,1,2,0,2,0,7,2,2,0,0,0,1,0,0,1,13,5,1,0,0,1,0,12,0,11,2,4,5,1,1,1,8,1,0,1,2,3,0,0,1,4,8,0,0,0,2,0,0,0,2,"2017-04-20",20406.679688,20629.779297,20406.679688,20578.710938,20578.710938,312440000,"19-Apr-17",20404.490234,"True"
"311","19-Dec-16",0,9,12,8,5,14,6,6,3,2,6,8,10,3,4,0,0,0,0,0,0,1,1,8,1,10,3,0,0,3,3,2,2,0,2,2,0,0,2,8,0,10,2,4,0,0,2,13,0,2,3,0,2,0,0,4,0,2,0,16,6,0,4,3,1,0,10,3,1,0,0,2,4,6,1,0,0,0,2,0,4,2,0,4,2,2,0,4,1,0,4,0,0,0,"2016-12-20",19920.589844,19987.630859,19920.419922,19974.619141,19974.619141,284080000,"19-Dec-16",19883.060547,"True"
"312","19-Dec-17",15,9,9,7,26,10,9,9,9,6,15,4,10,17,6,8,7,23,4,8,10,12,6,0,5,1,2,2,3,7,0,4,6,1,2,1,3,14,0,9,0,0,2,0,1,3,9,1,4,1,3,0,0,3,12,2,0,3,0,39,0,0,7,10,0,1,19,5,0,1,2,2,1,0,4,0,6,1,4,0,0,1,1,1,10,3,0,0,0,0,1,0,7,2,"2017-12-20",24838.089844,24852.439453,24697.109375,24726.650391,24726.650391,341790000,"19-Dec-17",24754.75,"False"
"313","19-Jan-16",8,6,4,0,7,10,2,3,3,1,0,3,2,2,0,1,5,0,0,2,0,2,10,3,1,1,0,0,0,1,0,0,5,0,0,5,0,0,0,4,1,0,2,2,1,0,2,2,4,2,0,0,0,0,0,0,0,1,0,13,0,3,2,0,2,0,4,1,0,0,0,1,1,1,3,0,0,2,2,0,0,0,0,2,0,0,0,1,2,1,3,0,4,0,"2016-01-20",15989.450195,15989.450195,15450.55957,15766.740234,15766.740234,191870000,"19-Jan-16",16016.019531,"False"
"314","19-Jan-17",9,4,12,13,7,12,1,1,8,5,12,13,4,5,0,1,6,0,3,7,2,0,7,3,0,5,3,5,2,3,3,3,3,1,9,0,2,0,5,6,0,14,3,3,0,0,2,3,0,0,3,6,2,4,0,3,1,2,4,25,1,1,1,6,1,2,6,4,6,0,0,1,0,0,1,2,0,0,1,0,2,0,1,0,6,4,1,4,0,0,2,27,11,2,"2017-01-20",19795.060547,19843.939453,19759.140625,19827.25,19827.25,435260000,"19-Jan-17",19732.400391,"True"
"315","19-Jul-16",0,3,0,4,2,0,0,3,0,0,2,1,0,0,0,0,0,0,5,3,0,0,0,0,1,1,4,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,2,3,4,2,1,0,0,1,0,1,2,1,0,1,1,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,"2016-07-20",18582.699219,18622.009766,18555.650391,18595.029297,18595.029297,93230000,"19-Jul-16",18559.009766,"True"
"316","19-Jul-17",1,11,3,15,11,6,8,3,9,14,10,5,3,10,9,8,0,4,15,2,1,6,4,0,3,13,12,3,5,2,12,0,12,0,1,6,2,0,3,8,7,0,7,1,0,5,0,2,7,1,4,3,1,1,0,4,11,1,1,39,0,2,0,0,2,0,18,1,4,1,0,0,0,5,0,7,5,0,1,0,0,1,3,6,1,7,0,3,0,0,0,5,5,0,"2017-07-20",21641.539063,21661.910156,21576.960938,21611.779297,21611.779297,313950000,"19-Jul-17",21640.75,"False"
"317","19-Jun-16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2016-06-20",17736.869141,17946.359375,17736.869141,17804.869141,17804.869141,99380000,"19-Jun-16",17675.160156,"True"
"318","19-Jun-17",7,9,10,9,9,5,6,11,10,8,11,15,3,15,7,6,0,1,0,0,2,3,6,0,1,0,2,13,5,2,2,0,8,9,3,6,3,0,4,3,16,0,1,0,2,0,6,1,7,0,2,0,9,0,0,1,3,5,1,29,3,0,2,9,1,0,20,6,2,0,3,3,2,0,0,3,0,0,1,1,0,2,10,1,4,5,3,2,0,4,1,0,4,0,"2017-06-20",21521.25,21535.029297,21464.240234,21467.140625,21467.140625,310200000,"19-Jun-17",21528.990234,"False"
"319","19-Mar-17",0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,"2017-03-20",20916.269531,20955.449219,20885.699219,20905.859375,20905.859375,253610000,"19-Mar-17",20914.619141,"False"
"320","19-May-16",9,7,5,0,2,5,3,4,4,3,0,0,4,0,1,1,5,0,4,3,0,0,1,0,2,2,5,4,0,1,3,0,2,0,0,2,5,0,0,0,1,0,0,0,1,0,0,4,0,1,0,0,0,2,0,0,0,0,0,14,0,1,0,0,2,4,4,0,4,0,2,1,0,0,2,0,0,0,4,0,0,0,0,2,1,0,0,0,0,2,2,0,3,0,"2016-05-20",17437.320313,17571.75,17437.320313,17500.939453,17500.939453,111990000,"19-May-16",17435.400391,"True"
