"","date","fed","stock","market","trump","bank","rate","big","cramer","share","new","year","ceo","job","investor","high","apple","hike","tax","earning","rise","report","facebook","china","growth","analyst","trade","street","economy","good","buy","wall","plan","time","amazon","fall","company","hit","bitcoin","dollar","low","tech","yellen","expect","rally","price","iphone","central","early","start","cut","billion","datum","deal","economic","update","need","google","week","bond","ed","policy","oil","business","inflation","mover","sale","op","look","beat","raise","million","like","strategist","trader","sell","goldman","want","twitter","hour","global","fund","ahead","surge","jump","change","gold","chair","come","watch","drop","gain","ecb","day","yield","Date","Open","High","Low","Close","Adj.Close","Volume","Date_prev","pre_close","Rise"
"217","13-Jun-17",19,11,25,4,1,16,7,9,1,5,3,1,3,6,7,4,10,0,0,2,4,0,0,0,2,1,1,3,6,3,1,2,0,1,3,2,4,0,1,5,4,2,7,2,0,5,0,3,0,0,3,2,2,2,0,2,6,8,2,37,1,1,3,4,2,3,8,4,1,1,6,2,1,1,8,0,1,0,1,0,0,2,0,1,5,1,0,3,0,1,0,0,7,2,"2017-06-14",21342.710938,21391.970703,21294.089844,21374.560547,21374.560547,295090000,"13-Jun-17",21328.470703,"True"
"218","13-Mar-16",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"2016-03-14",17207.490234,17275.070313,17161.160156,17229.130859,17229.130859,96350000,"13-Mar-16",17213.310547,"True"
"219","13-Mar-17",22,6,13,8,8,14,1,7,4,8,5,9,10,3,12,0,9,5,0,2,1,0,1,2,1,1,0,0,0,2,0,5,2,0,3,0,0,3,2,0,2,2,0,0,0,0,0,3,0,0,0,0,1,2,0,0,0,4,0,44,0,0,5,0,1,1,18,2,1,0,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,2,0,0,2,0,2,0,0,0,"2017-03-14",20848.599609,20874,20786.310547,20837.369141,20837.369141,246820000,"13-Mar-17",20881.480469,"False"
"220","13-Nov-16",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2016-11-14",18876.769531,18934.050781,18815.75,18868.689453,18868.689453,112250000,"13-Nov-16",18847.660156,"True"
"221","13-Nov-17",18,8,10,6,6,8,9,5,3,6,12,0,12,8,1,3,0,14,1,1,0,0,15,1,5,9,6,1,1,6,6,6,8,7,2,6,6,7,2,8,3,0,1,1,0,6,1,0,4,5,1,1,4,2,4,0,4,5,0,29,4,0,4,1,3,1,15,1,0,1,1,0,2,0,3,3,0,0,3,8,3,2,0,3,2,3,2,3,2,5,1,0,4,3,"2017-11-14",23388.400391,23414.080078,23271.570313,23409.470703,23409.470703,561330000,"13-Nov-17",23439.699219,"False"
"222","13-Oct-16",2,7,8,0,6,2,4,1,6,0,6,2,6,3,1,0,0,0,5,1,4,1,1,1,4,3,0,2,1,3,0,0,1,1,0,2,3,0,1,6,2,0,0,2,2,0,0,0,1,4,1,1,2,0,0,3,1,0,0,10,0,0,0,0,0,0,5,1,0,0,0,0,2,1,0,0,1,0,0,2,0,1,0,0,0,0,0,2,1,0,2,0,2,0,"2016-10-14",18177.349609,18261.109375,18138.380859,18138.380859,18138.380859,87050000,"13-Oct-16",18098.939453,"True"
"223","13-Sep-16",1,14,11,3,6,8,5,0,5,2,7,0,2,7,1,2,7,0,0,7,1,4,0,1,3,5,1,0,2,6,1,0,6,1,2,0,1,0,0,0,1,0,0,2,2,0,4,3,1,2,2,0,3,0,0,0,0,0,5,7,2,0,0,0,3,3,12,0,0,0,0,1,1,3,3,6,3,0,1,1,0,0,0,0,0,6,0,4,2,1,0,0,0,1,"2016-09-14",18073.390625,18163.480469,17992.210938,18034.769531,18034.769531,103360000,"13-Sep-16",18066.75,"False"
"224","13-Sep-17",1,5,9,6,9,11,1,13,8,19,10,7,5,18,3,36,0,9,2,4,0,1,3,8,12,3,3,1,0,13,4,11,3,5,6,1,5,7,0,15,7,0,2,0,8,23,2,4,2,3,3,5,1,2,2,4,1,0,6,19,4,0,4,5,1,0,16,2,0,0,0,5,1,0,3,0,3,0,7,2,0,2,4,0,1,1,2,7,5,1,2,0,10,3,"2017-09-14",22144.960938,22216.439453,22135.259766,22203.480469,22203.480469,297780000,"13-Sep-17",22158.179688,"True"
"225","14-Apr-16",8,6,7,0,2,10,5,4,6,3,3,0,2,3,0,4,5,0,6,7,2,1,0,0,4,1,1,2,0,5,1,0,0,0,3,0,1,0,0,5,1,0,2,1,4,0,0,1,0,0,2,0,0,0,0,0,0,0,0,11,1,0,0,0,1,1,11,0,1,0,0,0,0,0,0,0,0,0,0,2,3,1,1,0,0,4,1,0,0,0,0,0,1,0,"2016-04-15",17925.949219,17937.650391,17867.410156,17897.460938,17897.460938,118160000,"14-Apr-16",17926.429688,"False"
"226","14-Aug-16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2016-08-15",18588.589844,18722.609375,18559.929688,18636.050781,18636.050781,62350000,"14-Aug-16",18576.470703,"True"
"227","14-Aug-17",0,9,4,10,6,6,5,3,7,3,4,7,0,7,5,3,0,4,1,6,4,0,8,9,3,8,2,1,1,7,2,1,0,5,3,3,0,1,6,0,11,0,0,3,2,3,0,2,5,0,6,1,0,3,3,7,9,0,2,21,0,1,0,0,1,0,25,3,0,0,0,7,3,0,1,3,0,0,1,0,3,1,1,4,2,5,0,0,0,0,2,0,4,3,"2017-08-15",22029.910156,22038.919922,21971.480469,21998.990234,21998.990234,269070000,"14-Aug-17",21993.710938,"True"
"228","14-Dec-16",99,15,25,41,7,83,12,6,4,6,24,0,2,7,4,0,61,2,0,9,6,0,5,6,1,3,8,6,1,2,11,4,8,0,6,2,9,0,6,13,5,20,9,11,2,1,0,1,3,0,0,4,0,0,0,11,1,0,12,143,0,0,2,0,1,2,37,0,0,24,0,0,5,2,3,0,14,0,1,3,7,1,0,6,4,2,5,4,4,4,4,0,5,5,"2016-12-15",19811.5,19951.289063,19811.5,19852.240234,19852.240234,357350000,"14-Dec-16",19792.529297,"True"
"229","14-Dec-17",8,21,28,1,31,24,17,8,11,6,2,11,5,7,10,8,7,3,2,9,3,0,2,13,4,3,1,1,6,8,1,2,2,3,2,1,3,14,7,13,0,0,15,4,3,2,14,0,0,1,2,3,11,4,16,1,0,9,8,36,8,0,4,9,0,3,17,10,0,7,0,3,8,1,9,0,5,3,2,6,2,4,10,2,10,2,0,3,2,0,6,23,4,5,"2017-12-15",24585.710938,24688.619141,24584.439453,24651.740234,24651.740234,635740000,"14-Dec-17",24508.660156,"True"
"230","14-Feb-17",20,9,9,14,7,22,2,7,7,9,4,1,4,1,6,1,20,4,1,8,0,1,0,2,0,1,1,4,0,3,1,1,2,3,2,0,2,0,5,2,2,38,7,0,4,0,2,1,5,0,1,0,1,1,0,0,0,1,3,25,1,0,1,4,1,0,8,0,1,0,0,0,0,1,5,1,0,0,2,4,1,1,2,2,1,3,6,2,4,1,3,2,6,0,"2017-02-15",20504.269531,20620.449219,20496.029297,20611.859375,20611.859375,384380000,"14-Feb-17",20504.410156,"True"
"231","14-Jan-16",1,6,6,0,4,2,3,3,1,1,0,0,0,1,2,0,0,0,3,0,0,0,0,0,1,3,0,0,0,2,0,0,1,0,0,0,5,0,0,1,2,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,4,0,4,0,0,1,0,4,2,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,"2016-01-15",16354.330078,16354.330078,15842.110352,15988.080078,15988.080078,239210000,"14-Jan-16",16379.049805,"False"
"232","14-Jul-16",1,6,10,0,10,3,3,4,10,5,3,4,2,0,6,2,0,0,3,7,0,0,0,0,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2,4,4,0,2,2,0,1,0,0,0,1,0,2,0,0,1,11,0,0,0,2,2,0,2,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,0,2,0,1,1,"2016-07-15",18508.880859,18557.429688,18471.619141,18516.550781,18516.550781,123690000,"14-Jul-16",18506.410156,"True"
"233","14-Jun-16",1,8,4,2,3,4,2,3,6,0,2,1,0,1,0,1,0,0,0,2,0,0,2,2,0,3,1,0,1,0,1,0,3,0,4,3,0,0,1,1,1,0,2,0,4,0,3,1,0,3,0,0,1,1,0,0,0,0,0,4,0,3,2,0,1,6,4,0,2,0,0,0,1,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,0,2,1,"2016-06-15",17703.650391,17762.960938,17629.009766,17640.169922,17640.169922,94130000,"14-Jun-16",17674.820313,"False"
"234","14-Jun-17",111,3,15,13,2,52,10,6,0,12,2,4,3,2,0,3,21,1,0,12,5,0,0,1,0,4,1,2,3,0,1,11,2,0,0,0,0,0,0,12,2,31,11,1,8,6,1,2,0,4,0,12,2,4,0,3,3,1,2,138,3,4,3,20,2,10,27,10,0,12,3,7,9,1,0,0,2,4,1,2,0,1,0,0,9,4,15,2,6,5,6,0,6,2,"2017-06-15",21291.689453,21367.279297,21261.869141,21359.900391,21359.900391,317200000,"14-Jun-17",21374.560547,"False"
"235","14-Mar-16",6,5,7,3,5,0,2,5,1,0,0,0,0,0,2,2,0,1,1,1,0,0,0,0,2,5,1,1,0,1,1,1,0,0,4,0,0,0,0,1,1,0,0,4,2,0,4,3,2,1,0,1,0,0,0,0,0,4,1,7,0,0,0,0,3,0,0,0,0,1,0,0,0,2,2,1,0,0,1,3,0,3,0,0,0,5,0,0,0,0,2,2,2,0,"2016-03-15",17217.150391,17251.699219,17120.349609,17251.529297,17251.529297,92830000,"14-Mar-16",17229.130859,"True"
"236","14-Mar-17",24,2,0,11,7,27,4,4,3,4,14,0,0,0,0,2,16,0,0,0,0,0,2,0,4,4,0,0,0,3,0,4,1,0,0,0,3,0,2,1,2,5,4,1,0,1,0,2,0,1,0,0,1,0,0,0,1,0,0,31,2,1,0,3,2,0,9,8,0,2,0,0,6,0,0,2,0,0,1,0,0,1,1,0,0,2,2,2,0,1,0,0,1,0,"2017-03-15",20874.779297,20977.470703,20859.599609,20950.099609,20950.099609,306590000,"14-Mar-17",20837.369141,"True"
"237","14-May-17",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,"2017-05-15",20923.630859,21000.830078,20923.630859,20981.939453,20981.939453,313170000,"14-May-17",20896.609375,"True"
"238","14-Nov-16",3,12,5,19,2,4,1,2,4,2,0,1,0,1,1,5,0,1,1,0,0,0,0,0,1,4,0,0,0,5,1,3,2,1,2,0,2,0,0,0,4,0,2,3,0,0,0,2,0,1,0,0,4,2,0,0,0,1,1,8,0,0,0,0,2,1,5,0,0,0,2,0,1,3,0,2,0,0,1,0,0,1,0,2,0,3,2,0,0,1,0,0,2,0,"2016-11-15",18858.210938,18925.259766,18806.060547,18923.060547,18923.060547,100660000,"14-Nov-16",18868.689453,"True"
"239","14-Nov-17",23,7,14,0,25,5,5,3,2,7,6,3,0,18,7,1,0,5,3,0,3,5,5,2,3,1,3,3,0,2,4,2,3,0,0,5,11,2,2,2,13,7,1,1,6,0,8,0,2,9,0,0,9,2,7,8,0,0,4,46,9,0,2,3,0,0,9,3,0,2,0,0,5,0,3,1,3,0,2,3,2,2,0,0,10,2,5,2,0,0,3,0,7,8,"2017-11-15",23334.589844,23344.990234,23242.75,23271.279297,23271.279297,404300000,"14-Nov-17",23409.470703,"False"
"240","14-Sep-16",3,9,3,4,2,5,3,2,4,3,0,2,2,3,2,5,1,2,0,1,2,1,0,0,1,4,0,4,3,3,0,0,1,2,2,2,0,0,0,1,3,2,1,1,2,4,0,2,0,0,0,2,0,2,2,0,2,0,0,12,2,0,0,0,2,0,7,0,1,2,3,0,0,3,2,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,5,0,"2016-09-15",18024.910156,18250.109375,18015.490234,18212.480469,18212.480469,99550000,"14-Sep-16",18034.769531,"True"
"241","14-Sep-17",3,4,25,9,26,15,2,14,4,6,6,16,6,10,3,3,5,0,0,7,5,5,2,5,8,6,2,0,6,4,2,1,2,1,8,2,5,2,0,7,5,5,0,0,3,6,5,2,6,0,2,10,1,5,7,0,5,1,0,11,0,0,0,4,2,0,19,2,0,6,3,0,0,5,1,3,0,0,2,1,2,0,0,0,5,3,0,4,0,0,0,0,6,2,"2017-09-15",22252.439453,22275.019531,22214.519531,22268.339844,22268.339844,527540000,"14-Sep-17",22203.480469,"True"
"242","15-Aug-16",0,5,3,3,0,4,3,0,5,5,1,8,2,3,1,1,0,0,2,2,0,0,2,0,1,3,0,0,0,5,0,2,6,2,0,4,0,0,0,10,2,0,0,0,1,0,2,2,4,1,2,4,2,0,0,0,0,0,0,10,1,1,0,0,2,0,2,0,0,1,0,2,0,0,0,0,2,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,"2016-08-16",18614.480469,18614.859375,18550.650391,18552.019531,18552.019531,67570000,"15-Aug-16",18636.050781,"False"
"243","15-Aug-17",8,27,11,15,12,6,6,12,8,9,6,16,4,5,7,7,0,4,0,4,0,0,10,2,1,3,4,6,7,18,4,0,0,6,6,10,3,8,2,5,4,0,7,0,4,2,6,2,3,2,2,8,3,7,3,3,6,3,1,24,1,0,3,2,2,6,12,3,0,2,2,4,4,1,2,0,0,0,1,1,6,2,4,2,1,2,0,2,2,3,3,0,5,3,"2017-08-16",22031.929688,22085.710938,22002.470703,22024.869141,22024.869141,264920000,"15-Aug-17",21998.990234,"True"
"244","15-Dec-16",45,5,2,33,8,32,0,3,3,6,21,2,11,8,5,0,18,7,0,0,4,4,4,0,6,6,0,1,0,0,0,3,7,0,10,2,7,0,14,5,0,18,8,5,0,0,4,3,0,6,4,2,0,7,0,0,0,2,6,64,2,2,0,4,1,2,14,1,0,0,1,2,14,6,0,0,2,0,2,0,0,0,2,0,2,2,2,1,8,4,0,0,9,1,"2016-12-16",19909.009766,19923.169922,19821,19843.410156,19843.410156,573470000,"15-Dec-16",19852.240234,"False"
"245","15-Feb-16",1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2016-02-16",16012.389648,16196.410156,16012.389648,16196.410156,16196.410156,142030000,"15-Feb-16",15973.839844,"True"
"246","15-Feb-17",22,8,12,20,8,20,12,4,9,1,5,2,0,2,5,1,14,2,2,6,0,0,0,11,5,9,1,0,5,3,1,3,4,0,4,3,4,0,6,6,3,17,6,3,6,0,0,4,1,2,2,4,0,2,0,0,0,0,0,33,1,0,0,10,2,7,17,0,4,8,0,2,2,5,2,6,0,1,1,0,2,0,0,2,0,8,5,2,7,5,6,0,10,2,"2017-02-16",20627.310547,20639.869141,20556.830078,20619.769531,20619.769531,354120000,"15-Feb-17",20611.859375,"True"
"247","15-Jan-18",0,2,0,4,18,4,0,0,2,0,6,1,0,1,5,4,0,0,0,3,1,0,8,1,0,1,0,0,2,0,0,3,0,0,0,0,1,1,0,2,0,0,0,0,2,4,5,0,0,0,2,0,0,6,14,0,0,0,1,1,5,1,1,0,0,1,5,1,0,1,0,1,0,1,3,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0,1,0,"2018-01-16",25987.619141,26086.119141,25702.990234,25792.859375,25792.859375,606520000,"15-Jan-18",25803.189453,"False"
"248","15-Jun-16",10,4,3,2,3,10,0,2,7,2,4,2,4,0,2,0,1,0,0,2,1,3,0,2,0,0,0,0,1,6,0,0,0,0,4,0,2,0,0,4,1,1,1,0,2,0,0,1,1,2,2,2,1,0,0,0,0,0,1,18,0,0,0,2,0,0,2,0,2,1,2,1,1,0,1,2,0,2,1,0,0,0,3,0,1,2,0,1,0,1,0,0,0,1,"2016-06-16",17602.230469,17754.910156,17471.289063,17733.099609,17733.099609,91950000,"15-Jun-16",17640.169922,"True"
"249","15-Jun-17",37,9,17,12,11,32,2,2,1,29,12,3,7,1,1,10,18,0,0,4,0,3,2,2,3,3,0,6,17,5,2,12,2,7,6,0,6,4,0,11,5,0,18,3,7,3,0,7,2,1,0,4,0,7,0,4,0,0,3,69,10,1,0,14,2,0,26,18,0,0,5,6,0,3,0,0,13,0,1,1,0,11,1,0,4,2,0,12,1,0,1,0,5,0,"2017-06-16",21335.929688,21384.419922,21308.009766,21384.279297,21384.279297,603260000,"15-Jun-17",21359.900391,"True"
"250","15-Mar-16",5,0,2,0,1,4,0,1,1,2,0,0,3,1,0,2,2,2,0,2,0,0,0,0,2,3,2,3,3,3,1,0,0,1,0,0,0,0,0,4,0,0,1,0,0,2,0,1,2,3,0,0,0,0,0,3,0,0,0,17,0,2,0,2,1,0,3,0,0,0,0,0,1,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,"2016-03-16",17249.339844,17379.179688,17204.070313,17325.759766,17325.759766,118710000,"15-Mar-16",17251.529297,"True"
"251","15-Mar-17",72,6,20,12,13,60,4,2,2,9,17,2,2,0,13,1,24,0,3,6,1,0,2,1,4,5,6,6,1,1,6,6,9,0,1,1,9,0,9,8,0,10,1,0,3,0,0,4,0,2,0,0,0,0,2,6,0,0,6,103,2,0,1,8,2,0,36,0,2,23,0,4,1,2,2,0,1,2,1,6,0,5,0,2,5,0,9,4,10,2,0,0,6,2,"2017-03-16",20969.269531,21000.109375,20893.5,20934.550781,20934.550781,264360000,"15-Mar-17",20950.099609,"False"
"252","15-May-16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2016-05-16",17531.759766,17755.800781,17531.759766,17710.710938,17710.710938,88440000,"15-May-16",17535.320313,"True"
"253","15-May-17",5,9,11,10,7,4,5,2,2,18,0,2,3,2,3,5,0,0,1,0,7,8,4,0,2,3,2,5,0,5,2,2,2,8,3,7,2,4,2,8,7,0,5,0,2,2,2,1,0,4,2,0,0,0,0,4,4,4,2,25,1,4,0,1,1,0,14,0,1,0,0,5,0,1,1,0,4,0,1,12,2,0,0,4,3,0,0,6,2,0,0,0,1,0,"2017-05-16",20984.480469,21033.529297,20932.880859,20979.75,20979.75,311580000,"15-May-17",20981.939453,"False"
"254","15-Nov-16",5,10,9,23,3,7,2,3,3,0,3,6,2,3,4,0,2,2,1,4,0,0,0,0,1,1,0,3,5,1,0,0,0,1,1,0,0,0,0,6,4,0,2,1,3,0,1,2,0,0,1,0,4,1,0,0,0,0,7,16,0,2,2,0,2,8,4,0,2,0,1,4,1,1,1,1,0,2,1,0,3,0,3,0,5,1,2,0,2,0,0,0,0,1,"2016-11-16",18909.849609,18909.849609,18825.890625,18868.140625,18868.140625,87320000,"15-Nov-16",18923.060547,"False"
"255","15-Nov-17",18,18,23,7,18,26,7,5,4,14,0,20,5,8,3,5,1,17,1,14,3,11,6,8,3,3,7,10,0,7,9,16,4,6,5,2,3,11,1,12,11,0,4,1,5,0,2,7,1,9,4,5,2,12,1,3,2,2,5,44,1,4,2,7,0,8,30,4,3,4,2,6,0,2,3,0,1,0,2,1,3,0,0,4,4,3,1,3,3,0,4,3,7,5,"2017-11-16",23365.339844,23492.189453,23365.339844,23458.359375,23458.359375,402020000,"15-Nov-17",23271.279297,"True"
"256","15-Oct-17",0,0,2,1,0,3,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,2,1,1,1,1,0,0,0,0,0,3,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2017-10-16",22892.919922,22960.119141,22887.119141,22956.960938,22956.960938,247180000,"15-Oct-17",22871.720703,"True"
"257","15-Sep-16",4,3,4,8,9,6,4,3,8,3,2,2,4,0,0,8,4,0,0,0,2,0,0,5,2,0,3,2,8,2,0,3,0,0,10,2,0,0,0,2,5,0,6,3,4,3,0,2,6,1,1,1,0,2,0,2,2,4,0,9,0,0,2,2,2,4,2,0,0,4,4,0,1,0,0,1,2,1,1,0,2,2,1,4,2,1,0,1,0,0,1,0,1,0,"2016-09-16",18217.210938,18217.210938,18070.210938,18123.800781,18123.800781,278510000,"15-Sep-16",18212.480469,"False"
"258","16-Apr-17",5,0,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,4,0,5,0,4,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2017-04-17",20484.75,20644.410156,20484.75,20636.919922,20636.919922,229240000,"16-Apr-17",20453.25,"True"
"259","16-Aug-16",3,2,3,0,2,3,0,0,5,3,0,0,2,2,6,0,2,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,1,0,0,0,0,0,1,2,0,0,2,1,2,0,2,1,2,0,2,0,2,0,0,1,1,0,0,10,0,0,0,2,1,0,4,0,0,3,0,0,1,1,0,0,0,0,1,0,0,0,4,3,2,0,0,0,1,2,0,0,1,0,"2016-08-17",18537.089844,18582.349609,18468.679688,18573.939453,18573.939453,71000000,"16-Aug-16",18552.019531,"True"
"260","16-Aug-17",31,12,15,24,4,9,1,3,2,2,10,9,7,3,4,2,2,6,0,4,4,6,2,6,0,4,8,1,2,8,8,5,2,8,10,4,1,0,7,13,0,0,3,4,0,0,0,2,5,4,8,0,1,2,4,0,10,1,0,59,7,1,6,4,2,0,12,1,5,0,3,1,2,0,4,0,2,2,1,1,2,1,6,0,7,4,1,1,1,1,4,8,3,4,"2017-08-17",21984.740234,21984.740234,21750.320313,21750.730469,21750.730469,311030000,"16-Aug-17",22024.869141,"False"
"261","16-Feb-16",0,6,3,2,5,1,6,1,1,5,0,0,0,2,0,3,0,0,0,0,0,0,1,1,3,2,0,0,0,4,2,0,0,0,0,0,2,0,0,2,3,2,2,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,0,9,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,"2016-02-17",16217.980469,16486.119141,16217.980469,16453.830078,16453.830078,124080000,"16-Feb-16",16196.410156,"True"
"262","16-Feb-17",20,8,13,15,3,10,5,3,7,7,2,1,2,3,11,0,10,0,7,7,0,0,3,1,1,5,0,3,1,3,0,2,3,2,6,1,2,0,4,4,0,0,2,0,1,0,2,1,2,0,2,4,7,4,0,0,0,4,2,26,0,2,0,0,1,0,11,6,2,0,1,1,0,3,1,0,1,1,2,2,0,1,2,0,0,2,0,0,2,4,2,0,2,2,"2017-02-17",20564.130859,20624.050781,20532.609375,20624.050781,20624.050781,340620000,"16-Feb-17",20619.769531,"True"
"263","16-Jan-17",0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,"2017-01-17",19848.820313,19882.990234,19775.349609,19826.769531,19826.769531,341900000,"16-Jan-17",19885.730469,"False"
"264","16-Jan-18",5,23,19,7,22,6,3,5,7,13,21,5,2,2,7,0,0,5,3,9,2,5,9,0,14,1,3,4,4,3,3,0,9,6,0,3,3,6,2,9,0,0,6,0,0,0,7,0,1,6,11,0,1,1,8,2,2,4,0,29,4,4,2,7,0,0,16,1,1,0,4,2,1,0,0,0,2,0,2,0,6,1,1,2,2,0,0,4,0,1,4,2,2,13,"2018-01-17",25910.779297,26130.449219,25865.019531,26115.650391,26115.650391,522720000,"16-Jan-18",25792.859375,"True"
"265","16-Jul-17",0,0,0,0,6,0,3,0,3,3,1,0,0,0,0,0,0,0,0,1,1,0,4,1,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2017-07-17",21633.970703,21661.810547,21617.660156,21629.720703,21629.720703,244780000,"16-Jul-17",21637.740234,"False"
"266","16-Jun-16",21,3,3,0,4,6,1,4,7,1,2,2,9,0,0,1,2,0,4,4,0,0,0,5,3,2,0,4,2,0,0,0,1,0,4,0,0,0,0,3,1,2,4,1,2,0,0,1,1,0,4,0,3,0,0,0,0,2,0,23,3,4,0,2,1,0,9,2,2,2,0,0,2,1,0,0,0,2,2,0,3,1,0,0,1,1,0,0,2,1,2,0,0,0,"2016-06-17",17733.439453,17733.439453,17602.779297,17675.160156,17675.160156,248680000,"16-Jun-16",17733.099609,"False"
"267","16-Mar-16",35,0,1,2,4,11,1,6,1,6,7,0,0,1,4,2,12,1,1,3,2,0,1,0,0,3,6,0,0,0,1,0,2,0,0,0,2,0,3,0,0,9,0,0,2,0,0,1,2,0,2,0,2,0,0,1,0,0,0,45,2,2,0,7,1,0,7,9,1,0,0,0,0,0,0,0,1,0,2,2,0,0,2,0,11,1,0,3,0,2,0,0,0,0,"2016-03-17",17321.380859,17529.009766,17297.650391,17481.490234,17481.490234,117990000,"16-Mar-16",17325.759766,"True"
"268","16-Mar-17",36,1,19,24,6,16,1,6,0,0,4,2,14,2,2,1,15,0,0,2,0,2,2,0,0,9,4,2,0,0,4,9,4,1,2,0,8,0,5,7,1,0,0,0,0,0,2,2,2,2,4,1,1,0,0,4,0,2,2,51,0,0,0,2,2,0,9,0,0,0,0,0,0,2,0,7,3,1,1,4,4,2,0,0,8,8,2,3,2,0,0,0,1,4,"2017-03-17",20965.369141,20980.509766,20911.070313,20914.619141,20914.619141,535280000,"16-Mar-17",20934.550781,"False"
