,Date,Open,High,Low,Close,Adj Close,Volume,Date_prev,pre_close,new
27,2016-02-16,16012.389647999998,16196.410156,16012.389647999998,16196.410156,16196.410156,142030000,2016-02-15,16453.830078,True
28,2016-02-17,16217.980469,16486.119141,16217.980469,16453.830078,16453.830078,124080000,2016-02-16,16413.429688,False
29,2016-02-18,16483.759766,16511.839844,16390.429688,16413.429688,16413.429688,104950000,2016-02-17,16391.990234,False
30,2016-02-19,16410.960938,16410.960938,16278.0,16391.990234,16391.990234,134340000,2016-02-18,16620.660156,True
31,2016-02-22,16417.130859,16664.240234,16417.130859,16620.660156,16620.660156,102240000,2016-02-21,16431.779297,False
32,2016-02-23,16610.390625,16610.390625,16403.529297,16431.779297,16431.779297,98170000,2016-02-22,16484.990234,True
33,2016-02-24,16418.839844,16507.390625,16165.860352000002,16484.990234,16484.990234,93620000,2016-02-23,16697.289063,True
34,2016-02-25,16504.380859,16697.980469,16458.419922,16697.289063,16697.289063,94120000,2016-02-24,16639.970703,False
35,2016-02-26,16712.699219,16795.980469,16623.910156,16639.970703,16639.970703,98480000,2016-02-25,16516.5,False
36,2016-02-29,16634.150391,16726.119141,16510.400391,16516.5,16516.5,126220000,2016-02-28,16865.080078,True
37,2016-03-01,16545.669922,16865.560547,16545.669922,16865.080078,16865.080078,105050000,2016-02-29,16899.320313,True
38,2016-03-02,16851.169922,16900.169922,16766.320313,16899.320313,16899.320313,104470000,2016-03-01,16943.900391,True
39,2016-03-03,16896.169922,16944.310547,16820.730469,16943.900391,16943.900391,91110000,2016-03-02,17006.769531,True
40,2016-03-04,16945.0,17062.380859,16898.839844,17006.769531,17006.769531,106910000,2016-03-03,17073.949219,True
41,2016-03-07,16991.289063,17099.25,16940.480469,17073.949219,17073.949219,100290000,2016-03-06,16964.099609,False
42,2016-03-08,17050.669922,17072.789063,16921.509766,16964.099609,16964.099609,108380000,2016-03-07,17000.359375,True
43,2016-03-09,16969.169922,17048.5,16947.939453,17000.359375,17000.359375,116690000,2016-03-08,16995.130859,False
44,2016-03-10,17006.050781,17130.109375,16821.859375,16995.130859,16995.130859,117570000,2016-03-09,17213.310547,True
45,2016-03-11,17014.990234,17220.089844,17014.990234,17213.310547,17213.310547,123420000,2016-03-10,17229.130859,True
46,2016-03-14,17207.490234,17275.070313,17161.160156,17229.130859,17229.130859,96350000,2016-03-13,17251.529297,True
47,2016-03-15,17217.150391,17251.699219,17120.349609,17251.529297,17251.529297,92830000,2016-03-14,17325.759766,True
48,2016-03-16,17249.339844,17379.179688,17204.070313,17325.759766,17325.759766,118710000,2016-03-15,17481.490234,True
49,2016-03-17,17321.380859,17529.009766,17297.650391,17481.490234,17481.490234,117990000,2016-03-16,17602.300781,True
50,2016-03-18,17481.490234,17620.580078,17481.490234,17602.300781,17602.300781,321230000,2016-03-17,17623.869141,True
51,2016-03-21,17589.699219,17644.970703,17551.279297,17623.869141,17623.869141,84410000,2016-03-20,17582.570313,False
52,2016-03-22,17602.710938,17648.939453,17540.419922,17582.570313,17582.570313,95450000,2016-03-21,17502.589844,False
53,2016-03-23,17588.810547,17588.810547,17486.269531,17502.589844,17502.589844,84240000,2016-03-22,17515.730469,True
54,2016-03-24,17485.330078,17517.140625,17399.009766,17515.730469,17515.730469,84100000,2016-03-23,17535.390625,True
55,2016-03-28,17526.080078,17583.810547,17493.029297,17535.390625,17535.390625,70460000,2016-03-27,17633.109375,True
56,2016-03-29,17512.580078,17642.810547,17434.269531,17633.109375,17633.109375,86160000,2016-03-28,17716.660156,True
57,2016-03-30,17652.359375,17790.109375,17652.359375,17716.660156,17716.660156,79330000,2016-03-29,17685.089844,False
58,2016-03-31,17716.050781,17755.699219,17669.720703,17685.089844,17685.089844,102600000,2016-03-30,17792.75,True
59,2016-04-01,17661.740234,17811.480469,17568.019531,17792.75,17792.75,104890000,2016-03-31,17737.0,False
60,2016-04-04,17799.390625,17806.380859,17710.669922,17737.0,17737.0,85230000,2016-04-03,17603.320313,False
61,2016-04-05,17718.029297,17718.029297,17579.560547,17603.320313,17603.320313,115230000,2016-04-04,17716.050781,True
62,2016-04-06,17605.449219,17723.550781,17542.539063,17716.050781,17716.050781,99410000,2016-04-05,17541.960938,False
63,2016-04-07,17687.279297,17687.279297,17484.230469,17541.960938,17541.960938,90120000,2016-04-06,17576.960938,True
64,2016-04-08,17555.390625,17694.509766,17528.160156,17576.960938,17576.960938,79990000,2016-04-07,17556.410156,False
65,2016-04-11,17586.480469,17731.630859,17555.900391,17556.410156,17556.410156,107100000,2016-04-10,17721.25,True
66,2016-04-12,17571.339844,17744.429688,17553.570313,17721.25,17721.25,81020000,2016-04-11,17908.279297,True
67,2016-04-13,17741.660156,17918.349609,17741.660156,17908.279297,17908.279297,91710000,2016-04-12,17926.429688,True
68,2016-04-14,17912.25,17962.140625,17885.439453,17926.429688,17926.429688,84510000,2016-04-13,17897.460938,False
69,2016-04-15,17925.949219,17937.650391,17867.410156,17897.460938,17897.460938,118160000,2016-04-14,18004.160156,True
70,2016-04-18,17890.199219,18009.529297,17848.220703,18004.160156,18004.160156,89390000,2016-04-17,18053.599609,True
71,2016-04-19,18012.099609,18103.460938,17984.429688,18053.599609,18053.599609,89820000,2016-04-18,18096.269531,True
72,2016-04-20,18059.490234,18167.630859,18031.210938,18096.269531,18096.269531,100210000,2016-04-19,17982.519531,False
73,2016-04-21,18092.839844,18107.289063,17963.890625,17982.519531,17982.519531,102720000,2016-04-20,18003.75,True
74,2016-04-22,17985.050781,18026.849609,17909.890625,18003.75,18003.75,134120000,2016-04-21,17977.240234,False
75,2016-04-25,17990.939453,17990.939453,17855.550781,17977.240234,17977.240234,83770000,2016-04-24,17990.320313,True
76,2016-04-26,17987.380859,18043.769531,17934.169922,17990.320313,17990.320313,92570000,2016-04-25,18041.550781,True
77,2016-04-27,17996.140625,18084.660156,17920.259766,18041.550781,18041.550781,109090000,2016-04-26,17830.759766,False
78,2016-04-28,18023.880859,18035.730469,17796.550781,17830.759766,17830.759766,100920000,2016-04-27,17773.640625,False
79,2016-04-29,17813.089844,17814.830078,17651.980469,17773.640625,17773.640625,136670000,2016-04-28,17891.160156,True
80,2016-05-02,17783.779297,17912.349609,17773.710938,17891.160156,17891.160156,80100000,2016-05-01,17750.910156,False
81,2016-05-03,17870.75,17870.75,17670.880859,17750.910156,17750.910156,97060000,2016-05-02,17651.259766,False
82,2016-05-04,17735.019531,17738.060547,17609.009766,17651.259766,17651.259766,95020000,2016-05-03,17660.710938,True
83,2016-05-05,17664.480469,17736.109375,17615.820313,17660.710938,17660.710938,81530000,2016-05-04,17740.630859,True
84,2016-05-06,17650.300781,17744.539063,17580.380859,17740.630859,17740.630859,80020000,2016-05-05,17705.910156,False
85,2016-05-09,17743.849609,17783.160156,17668.380859,17705.910156,17705.910156,85590000,2016-05-08,17928.349609,True
86,2016-05-10,17726.660156,17934.609375,17726.660156,17928.349609,17928.349609,75790000,2016-05-09,17711.119141,False
87,2016-05-11,17919.029297,17919.029297,17711.050781,17711.119141,17711.119141,87390000,2016-05-10,17720.5,True
88,2016-05-12,17711.119141,17798.189453,17625.380859,17720.5,17720.5,88560000,2016-05-11,17535.320313,False
89,2016-05-13,17711.119141,17734.740234,17512.480469,17535.320313,17535.320313,86640000,2016-05-12,17710.710938,True
90,2016-05-16,17531.759766,17755.800781,17531.759766,17710.710938,17710.710938,88440000,2016-05-15,17529.980469,False
91,2016-05-17,17701.460938,17701.460938,17469.919922,17529.980469,17529.980469,103260000,2016-05-16,17526.619141,False
92,2016-05-18,17501.279297,17636.220703,17418.210938,17526.619141,17526.619141,79120000,2016-05-17,17435.400391,False
93,2016-05-19,17514.160156,17514.160156,17331.070313,17435.400391,17435.400391,95530000,2016-05-18,17500.939453,True
94,2016-05-20,17437.320313,17571.75,17437.320313,17500.939453,17500.939453,111990000,2016-05-19,17492.929688,False
95,2016-05-23,17507.039063,17550.699219,17480.050781,17492.929688,17492.929688,87790000,2016-05-22,17706.050781,True
96,2016-05-24,17525.189453,17742.589844,17525.189453,17706.050781,17706.050781,86480000,2016-05-23,17851.509766,True
97,2016-05-25,17735.089844,17891.710938,17735.089844,17851.509766,17851.509766,79180000,2016-05-24,17828.289063,False
98,2016-05-26,17859.519531,17888.660156,17803.820313,17828.289063,17828.289063,68940000,2016-05-25,17873.220703,True
99,2016-05-27,17826.849609,17873.220703,17824.730469,17873.220703,17873.220703,73190000,2016-05-26,17787.199219,False
100,2016-05-31,17891.5,17899.240234,17724.029297,17787.199219,17787.199219,147390000,2016-05-30,17789.669922,True
101,2016-06-01,17754.550781,17809.179688,17664.789063,17789.669922,17789.669922,78530000,2016-05-31,17838.560547,True
102,2016-06-02,17789.050781,17838.560547,17703.550781,17838.560547,17838.560547,75560000,2016-06-01,17807.060547,False
103,2016-06-03,17799.800781,17833.169922,17689.679688,17807.060547,17807.060547,82270000,2016-06-02,17920.330078,True
104,2016-06-06,17825.689453,17949.679688,17822.810547,17920.330078,17920.330078,71870000,2016-06-05,17938.279297,True
105,2016-06-07,17936.220703,18003.230469,17936.220703,17938.279297,17938.279297,78750000,2016-06-06,18005.050781,True
106,2016-06-08,17931.910156,18016.0,17931.910156,18005.050781,18005.050781,71260000,2016-06-07,17985.189453,False
107,2016-06-09,17969.980469,18005.220703,17915.880859,17985.189453,17985.189453,69690000,2016-06-08,17865.339844,False
108,2016-06-10,17938.820313,17938.820313,17812.339844,17865.339844,17865.339844,90540000,2016-06-09,17732.480469,False
109,2016-06-13,17830.5,17893.279297,17731.349609,17732.480469,17732.480469,101690000,2016-06-12,17674.820313,False
110,2016-06-14,17710.769531,17733.919922,17595.789063,17674.820313,17674.820313,93740000,2016-06-13,17640.169922,False
111,2016-06-15,17703.650391,17762.960938,17629.009766,17640.169922,17640.169922,94130000,2016-06-14,17733.099609,True
112,2016-06-16,17602.230469,17754.910156,17471.289063,17733.099609,17733.099609,91950000,2016-06-15,17675.160156,False
113,2016-06-17,17733.439453,17733.439453,17602.779297,17675.160156,17675.160156,248680000,2016-06-16,17804.869141,True
114,2016-06-20,17736.869141,17946.359375,17736.869141,17804.869141,17804.869141,99380000,2016-06-19,17829.730469,True
115,2016-06-21,17827.330078,17877.839844,17799.800781,17829.730469,17829.730469,85130000,2016-06-20,17780.830078,False
116,2016-06-22,17832.669922,17920.160156,17770.359375,17780.830078,17780.830078,89440000,2016-06-21,18011.070313,True
117,2016-06-23,17844.109375,18011.070313,17844.109375,18011.070313,18011.070313,98070000,2016-06-22,17400.75,False
118,2016-06-24,17946.630859,17946.630859,17356.339844,17400.75,17400.75,239000000,2016-06-23,17140.240234,False
119,2016-06-27,17355.210938,17355.210938,17063.080078,17140.240234,17140.240234,138740000,2016-06-26,17409.720703,True
120,2016-06-28,17190.509766,17409.720703,17190.509766,17409.720703,17409.720703,112190000,2016-06-27,17694.679688,True
121,2016-06-29,17456.019531,17704.509766,17456.019531,17694.679688,17694.679688,106380000,2016-06-28,17929.990234,True
122,2016-06-30,17712.759766,17930.609375,17711.800781,17929.990234,17929.990234,133030000,2016-06-29,17949.369141,True
123,2016-07-01,17924.240234,18002.380859,17916.910156,17949.369141,17949.369141,82160000,2016-06-30,17840.619141,False
124,2016-07-05,17904.449219,17904.449219,17785.279297,17840.619141,17840.619141,103650000,2016-07-04,17918.619141,True
125,2016-07-06,17807.470703,17926.910156,17713.449219,17918.619141,17918.619141,93000000,2016-07-05,17895.880859,False
126,2016-07-07,17924.240234,17984.949219,17816.650391,17895.880859,17895.880859,81570000,2016-07-06,18146.740234,True
127,2016-07-08,17971.220703,18166.769531,17971.220703,18146.740234,18146.740234,93460000,2016-07-07,18226.929688,True
128,2016-07-11,18161.529297,18283.900391,18161.529297,18226.929688,18226.929688,80880000,2016-07-10,18347.669922,True
129,2016-07-12,18259.119141,18371.949219,18259.119141,18347.669922,18347.669922,90170000,2016-07-11,18372.119141,True
130,2016-07-13,18356.779297,18390.160156,18315.759766,18372.119141,18372.119141,80920000,2016-07-12,18506.410156,True
131,2016-07-14,18414.300781,18537.570313,18414.300781,18506.410156,18506.410156,87050000,2016-07-13,18516.550781,True
132,2016-07-15,18508.880859,18557.429688,18471.619141,18516.550781,18516.550781,123690000,2016-07-14,18533.050781,True
133,2016-07-18,18521.550781,18556.130859,18489.839844,18533.050781,18533.050781,75540000,2016-07-17,18559.009766,True
134,2016-07-19,18503.119141,18562.529297,18495.109375,18559.009766,18559.009766,85840000,2016-07-18,18595.029297,True
135,2016-07-20,18582.699219,18622.009766,18555.650391,18595.029297,18595.029297,93230000,2016-07-19,18517.230469,False
136,2016-07-21,18589.960938,18590.439453,18469.669922,18517.230469,18517.230469,86800000,2016-07-20,18570.849609,True
137,2016-07-22,18524.150391,18571.300781,18491.589844,18570.849609,18570.849609,87710000,2016-07-21,18493.060547,False
138,2016-07-25,18554.490234,18555.689453,18452.619141,18493.060547,18493.060547,76810000,2016-07-24,18473.75,False
139,2016-07-26,18497.369141,18522.470703,18387.220703,18473.75,18473.75,85370000,2016-07-25,18472.169922,False
140,2016-07-27,18473.269531,18542.390625,18430.939453,18472.169922,18472.169922,111370000,2016-07-26,18456.349609,False
141,2016-07-28,18461.009766,18483.259766,18368.820313,18456.349609,18456.349609,85750000,2016-07-27,18432.240234,False
142,2016-07-29,18442.519531,18466.550781,18371.119141,18432.240234,18432.240234,111550000,2016-07-28,18404.509766,False
143,2016-08-01,18434.5,18467.029297,18355.75,18404.509766,18404.509766,83470000,2016-07-31,18313.769531,False
144,2016-08-02,18401.150391,18403.650391,18247.789063,18313.769531,18313.769531,89680000,2016-08-01,18355.0,True
145,2016-08-03,18313.080078,18355.0,18283.230469,18355.0,18355.0,78550000,2016-08-02,18352.050781,False
146,2016-08-04,18351.429688,18397.869141,18325.169922,18352.050781,18352.050781,64500000,2016-08-03,18543.529297,True
147,2016-08-05,18402.800781,18543.529297,18402.800781,18543.529297,18543.529297,92420000,2016-08-04,18529.289063,False
148,2016-08-08,18541.890625,18569.310547,18502.029297,18529.289063,18529.289063,71810000,2016-08-07,18533.050781,True
149,2016-08-09,18538.050781,18585.320313,18507.75,18533.050781,18533.050781,60090000,2016-08-08,18495.660156,False
150,2016-08-10,18541.480469,18561.75,18468.779297,18495.660156,18495.660156,62780000,2016-08-09,18613.519531,True
151,2016-08-11,18519.080078,18638.339844,18519.080078,18613.519531,18613.519531,71470000,2016-08-10,18576.470703,False
152,2016-08-12,18595.650391,18606.060547,18535.859375,18576.470703,18576.470703,61580000,2016-08-11,18636.050781,True
153,2016-08-15,18588.589844,18722.609375,18559.929688,18636.050781,18636.050781,62350000,2016-08-14,18552.019531,False
154,2016-08-16,18614.480469,18614.859375,18550.650391,18552.019531,18552.019531,67570000,2016-08-15,18573.939453,True
155,2016-08-17,18537.089844,18582.349609,18468.679688,18573.939453,18573.939453,71000000,2016-08-16,18597.699219,True
156,2016-08-18,18566.539063,18600.820313,18533.289063,18597.699219,18597.699219,70740000,2016-08-17,18552.570313,False
157,2016-08-19,18585.169922,18585.169922,18491.240234,18552.570313,18552.570313,93170000,2016-08-18,18529.419922,False
158,2016-08-22,18535.859375,18570.919922,18466.859375,18529.419922,18529.419922,73450000,2016-08-21,18547.300781,True
159,2016-08-23,18568.939453,18631.599609,18545.519531,18547.300781,18547.300781,73990000,2016-08-22,18481.480469,False
160,2016-08-24,18537.5,18539.150391,18448.269531,18481.480469,18481.480469,72270000,2016-08-23,18448.410156,False
161,2016-08-25,18471.210938,18497.679688,18431.460938,18448.410156,18448.410156,64480000,2016-08-24,18395.400391,False
162,2016-08-26,18467.919922,18572.089844,18335.339844,18395.400391,18395.400391,78730000,2016-08-25,18502.990234,True
163,2016-08-29,18421.289063,18523.089844,18419.919922,18502.990234,18502.990234,64480000,2016-08-28,18454.300781,False
164,2016-08-30,18491.279297,18514.289063,18408.519531,18454.300781,18454.300781,68920000,2016-08-29,18400.880859,False
165,2016-08-31,18436.699219,18439.679688,18333.560547,18400.880859,18400.880859,98250000,2016-08-30,18419.300781,True
166,2016-09-01,18396.570313,18430.050781,18295.480469,18419.300781,18419.300781,74780000,2016-08-31,18491.960938,True
167,2016-09-02,18466.009766,18544.759766,18439.099609,18491.960938,18491.960938,74350000,2016-09-01,18538.119141,True
168,2016-09-06,18493.400391,18551.539063,18450.320313,18538.119141,18538.119141,83710000,2016-09-05,18526.140625,False
169,2016-09-07,18527.710938,18536.890625,18474.769531,18526.140625,18526.140625,67570000,2016-09-06,18479.910156,False
170,2016-09-08,18486.689453,18506.240234,18446.689453,18479.910156,18479.910156,79060000,2016-09-07,18085.449219,False
171,2016-09-09,18404.169922,18404.169922,18085.449219,18085.449219,18085.449219,120670000,2016-09-08,18325.070313,True
172,2016-09-12,18028.949219,18358.689453,17994.839844,18325.070313,18325.070313,103260000,2016-09-11,18066.75,False
173,2016-09-13,18262.990234,18262.990234,18028.060547,18066.75,18066.75,102830000,2016-09-12,18034.769531,False
174,2016-09-14,18073.390625,18163.480469,17992.210938,18034.769531,18034.769531,103360000,2016-09-13,18212.480469,True
175,2016-09-15,18024.910156,18250.109375,18015.490234,18212.480469,18212.480469,99550000,2016-09-14,18123.800781,False
176,2016-09-16,18217.210938,18217.210938,18070.210938,18123.800781,18123.800781,278510000,2016-09-15,18120.169922,False
177,2016-09-19,18154.820313,18254.880859,18093.050781,18120.169922,18120.169922,78090000,2016-09-18,18129.960938,True
178,2016-09-20,18175.359375,18227.210938,18128.800781,18129.960938,18129.960938,72450000,2016-09-19,18293.699219,True
179,2016-09-21,18164.960938,18307.429688,18121.570313,18293.699219,18293.699219,94090000,2016-09-20,18392.460938,True
180,2016-09-22,18343.759766,18449.880859,18343.759766,18392.460938,18392.460938,73030000,2016-09-21,18261.449219,False
181,2016-09-23,18377.359375,18383.759766,18254.839844,18261.449219,18261.449219,87170000,2016-09-22,18094.830078,False
182,2016-09-26,18217.759766,18217.759766,18083.320313,18094.830078,18094.830078,95510000,2016-09-25,18228.300781,True
183,2016-09-27,18099.210938,18238.099609,18052.160156,18228.300781,18228.300781,84130000,2016-09-26,18339.240234,True
184,2016-09-28,18240.220703,18349.859375,18179.339844,18339.240234,18339.240234,97650000,2016-09-27,18143.449219,False
185,2016-09-29,18322.880859,18366.230469,18091.640625,18143.449219,18143.449219,95880000,2016-09-28,18308.150391,True
186,2016-09-30,18181.800781,18369.619141,18181.800781,18308.150391,18308.150391,135470000,2016-09-29,18253.849609,False
187,2016-10-03,18279.599609,18279.800781,18203.75,18253.849609,18253.849609,68520000,2016-10-02,18168.449219,False
188,2016-10-04,18267.679688,18313.769531,18116.259766,18168.449219,18168.449219,79710000,2016-10-03,18281.029297,True
189,2016-10-05,18205.5,18315.820313,18205.5,18281.029297,18281.029297,76190000,2016-10-04,18268.5,False
190,2016-10-06,18280.419922,18288.119141,18162.970703,18268.5,18268.5,78660000,2016-10-05,18240.490234,False
191,2016-10-07,18295.349609,18319.730469,18149.349609,18240.490234,18240.490234,82680000,2016-10-06,18329.039063,True
192,2016-10-10,18282.949219,18399.960938,18282.949219,18329.039063,18329.039063,72110000,2016-10-09,18128.660156,False
193,2016-10-11,18308.429688,18312.330078,18061.960938,18128.660156,18128.660156,88610000,2016-10-10,18144.199219,True
194,2016-10-12,18132.630859,18193.960938,18082.089844,18144.199219,18144.199219,72230000,2016-10-11,18098.939453,False
195,2016-10-13,18088.320313,18137.699219,17959.949219,18098.939453,18098.939453,83160000,2016-10-12,18138.380859,True
196,2016-10-14,18177.349609,18261.109375,18138.380859,18138.380859,18138.380859,87050000,2016-10-13,18086.400391,False
197,2016-10-17,18135.849609,18162.279297,18063.019531,18086.400391,18086.400391,75960000,2016-10-16,18161.939453,True
198,2016-10-18,18145.060547,18225.800781,18129.449219,18161.939453,18161.939453,74600000,2016-10-17,18202.619141,True
199,2016-10-19,18178.210938,18252.199219,18169.25,18202.619141,18202.619141,88040000,2016-10-18,18162.349609,False
200,2016-10-20,18161.869141,18249.050781,18129.070313,18162.349609,18162.349609,88830000,2016-10-19,18145.710938,False
201,2016-10-21,18152.630859,18168.759766,18049.769531,18145.710938,18145.710938,117810000,2016-10-20,18223.029297,True
202,2016-10-24,18197.140625,18275.039063,18191.179688,18223.029297,18223.029297,88540000,2016-10-23,18169.269531,False
203,2016-10-25,18206.519531,18241.689453,18151.699219,18169.269531,18169.269531,83190000,2016-10-24,18199.330078,True
204,2016-10-26,18103.800781,18236.039063,18062.300781,18199.330078,18199.330078,86340000,2016-10-25,18169.679688,False
205,2016-10-27,18234.810547,18253.199219,18149.199219,18169.679688,18169.679688,83530000,2016-10-26,18161.189453,False
206,2016-10-28,18193.789063,18257.060547,18094.970703,18161.189453,18161.189453,107850000,2016-10-27,18142.419922,False
207,2016-10-31,18176.599609,18193.679688,18130.580078,18142.419922,18142.419922,110080000,2016-10-30,18037.099609,False
208,2016-11-01,18158.240234,18177.009766,17940.839844,18037.099609,18037.099609,101280000,2016-10-31,17959.640625,False
209,2016-11-02,18017.720703,18044.150391,17931.890625,17959.640625,17959.640625,88610000,2016-11-01,17930.669922,False
210,2016-11-03,17978.75,18006.960938,17904.070313,17930.669922,17930.669922,77860000,2016-11-02,17888.279297,False
211,2016-11-04,17928.349609,17986.759766,17883.560547,17888.279297,17888.279297,97760000,2016-11-03,18259.599609,True
212,2016-11-07,17994.640625,18263.300781,17994.640625,18259.599609,18259.599609,93450000,2016-11-06,18332.740234,True
213,2016-11-08,18251.380859,18400.5,18200.75,18332.740234,18332.740234,79820000,2016-11-07,18589.689453,True
214,2016-11-09,18317.259766,18650.060547,18252.550781,18589.689453,18589.689453,173110000,2016-11-08,18807.880859,True
215,2016-11-10,18603.140625,18873.660156,18603.140625,18807.880859,18807.880859,164390000,2016-11-09,18847.660156,True
216,2016-11-11,18781.650391,18855.779297,18736.960938,18847.660156,18847.660156,107300000,2016-11-10,18868.689453,True
217,2016-11-14,18876.769531,18934.050781,18815.75,18868.689453,18868.689453,112250000,2016-11-13,18923.060547,True
218,2016-11-15,18858.210938,18925.259766,18806.060547,18923.060547,18923.060547,100660000,2016-11-14,18868.140625,False
219,2016-11-16,18909.849609,18909.849609,18825.890625,18868.140625,18868.140625,87320000,2016-11-15,18903.820313,True
220,2016-11-17,18866.220703,18904.029297,18845.269531,18903.820313,18903.820313,89940000,2016-11-16,18867.929688,False
221,2016-11-18,18905.330078,18915.740234,18853.830078,18867.929688,18867.929688,109880000,2016-11-17,18956.689453,True
222,2016-11-21,18898.679688,18960.759766,18883.099609,18956.689453,18956.689453,80520000,2016-11-20,19023.869141,True
223,2016-11-22,18970.390625,19043.900391,18962.820313,19023.869141,19023.869141,85310000,2016-11-21,19083.179688,True
224,2016-11-23,19015.519531,19083.759766,19000.380859,19083.179688,19083.179688,77880000,2016-11-22,19152.140625,True
225,2016-11-25,19093.720703,19152.140625,19093.720703,19152.140625,19152.140625,45890000,2016-11-24,19097.900391,False
226,2016-11-28,19122.140625,19138.720703,19072.25,19097.900391,19097.900391,88460000,2016-11-27,19121.599609,True
227,2016-11-29,19064.070313,19144.400391,19062.220703,19121.599609,19121.599609,81510000,2016-11-28,19123.580078,True
228,2016-11-30,19135.640625,19225.289063,19123.380859,19123.580078,19123.580078,164570000,2016-11-29,19191.929688,True
229,2016-12-01,19149.199219,19214.300781,19138.789063,19191.929688,19191.929688,108800000,2016-11-30,19170.419922,False
230,2016-12-02,19161.25,19196.140625,19141.179688,19170.419922,19170.419922,84920000,2016-12-01,19216.240234,True
231,2016-12-05,19244.349609,19274.849609,19186.730469,19216.240234,19216.240234,317800000,2016-12-04,19251.779297,True
232,2016-12-06,19219.910156,19255.890625,19184.740234,19251.779297,19251.779297,284960000,2016-12-05,19549.619141,True
233,2016-12-07,19241.990234,19558.419922,19229.830078,19549.619141,19549.619141,385200000,2016-12-06,19614.810547,True
234,2016-12-08,19559.939453,19664.970703,19527.830078,19614.810547,19614.810547,324570000,2016-12-07,19756.849609,True
235,2016-12-09,19631.349609,19757.740234,19623.189453,19756.849609,19756.849609,334470000,2016-12-08,19796.429688,True
236,2016-12-12,19770.199219,19824.589844,19747.740234,19796.429688,19796.429688,333660000,2016-12-11,19911.210938,True
237,2016-12-13,19852.210938,19953.75,19846.449219,19911.210938,19911.210938,388420000,2016-12-12,19792.529297,False
238,2016-12-14,19876.130859,19966.429688,19748.669922,19792.529297,19792.529297,408430000,2016-12-13,19852.240234,True
