"","date","PRON","fed","stock","market","trump","bank","rate","big","cramer","share","new","year","ceo","job","investor","high","apple","hike","tax","earning","rise","report","facebook","china","growth","analyst","trade","street","economy","good","buy","wall","plan","time","amazon","fall","company","hit","bitcoin","dollar","low","tech","yellen","expect","rally","price","iphone","central","early","start","cut","billion","datum","deal","economic","update","need","google","week","bond","ed","policy","oil","business","inflation","mover","sale","op","look","beat","raise","million","like","strategist","trader","sell","goldman","want","twitter","hour","global","fund","ahead","surge","jump","change","gold","chair","come","watch","drop","gain","ecb","day","yield"
"1","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2"," 1 April 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3"," 1 April 2016",2,4,2,2,0,0,7,1,1,0,2,1,2,7,0,1,0,4,0,0,2,2,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,1,0,5,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0,0,0,0
"4"," 1 April 2017",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
"5"," 1 Aug 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6"," 1 Aug 2016",11,2,9,5,3,2,2,1,2,4,0,1,4,0,1,1,1,2,0,0,1,0,0,0,5,3,2,2,5,2,4,2,0,2,0,0,0,5,0,1,7,2,0,2,3,1,0,0,2,0,0,1,1,2,4,0,0,0,0,0,4,0,2,0,0,2,0,1,0,1,0,0,5,0,1,0,0,0,0,1,1,1,1,2,0,0,0,0,3,0,0,1,0,1,0
"7"," 1 Aug 2017",36,1,12,10,8,10,5,1,4,3,9,13,0,1,14,1,18,0,0,3,3,4,1,5,6,4,5,2,3,1,3,2,1,3,6,3,4,7,3,1,2,5,0,3,0,1,5,3,2,3,2,3,2,2,3,0,2,0,1,2,10,3,2,0,1,2,8,5,0,0,0,3,0,0,2,8,1,2,0,1,3,1,1,0,0,0,1,2,6,3,3,0,0,4,0
"8"," 1 Dec 2014",0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9"," 1 Dec 2015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"10"," 1 Dec 2016",3,4,3,5,10,2,4,3,3,2,4,5,3,2,0,1,0,2,4,1,0,2,0,1,3,2,4,0,0,2,3,0,1,0,0,2,1,3,0,0,4,2,0,1,1,1,0,0,1,0,2,1,0,1,0,0,1,2,0,3,7,0,0,0,0,1,3,5,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,2,3,0,0,0
"11"," 1 Dec 2017",27,17,12,11,22,13,6,9,13,2,8,3,8,0,7,2,4,3,29,1,1,11,3,1,0,1,3,2,1,2,3,1,6,1,1,2,0,5,17,0,6,6,0,2,1,5,0,0,2,4,14,2,0,3,3,2,1,3,5,0,26,4,1,0,0,0,1,11,2,0,7,0,1,2,1,0,0,2,0,0,2,0,1,2,1,0,7,0,2,4,0,0,0,1,1
"12"," 1 Feb 2016",9,7,5,15,1,5,0,4,3,0,0,4,3,0,0,3,0,0,0,4,0,0,0,3,2,8,2,0,0,2,0,0,1,1,0,0,0,1,0,0,0,2,0,1,3,1,0,0,3,0,2,0,0,1,0,0,0,0,1,1,16,0,6,0,0,2,0,9,0,1,2,0,0,0,0,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0
"13"," 1 Feb 2017",13,60,2,7,26,8,14,0,3,5,4,8,2,2,2,5,4,11,0,4,2,0,3,1,3,1,5,2,6,0,1,2,7,6,1,3,3,0,0,2,3,2,0,6,1,1,1,0,0,9,0,0,2,0,10,0,0,0,0,0,78,10,1,0,0,0,1,18,0,0,0,0,0,0,4,0,0,0,0,4,1,0,0,0,0,6,2,0,3,3,0,2,0,4,2
"14"," 1 Feb 2018",28,11,14,18,6,5,15,8,9,6,6,15,9,17,4,8,14,0,8,17,14,6,22,5,6,2,3,4,3,3,0,3,11,12,11,13,5,8,3,5,7,6,0,10,3,10,5,3,4,0,5,5,3,2,1,8,0,3,3,0,36,0,2,3,0,0,1,30,0,3,1,5,2,3,0,10,1,4,0,6,2,5,3,6,1,5,4,3,0,4,10,3,0,8,0
"15"," 1 Jan 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16"," 1 Jan 2017",0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17"," 1 Jan 2018",5,0,1,1,1,2,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18"," 1 July 2014",0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"19"," 1 July 2015",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20"," 1 July 2016",10,6,8,6,0,0,6,1,5,5,2,2,2,0,0,1,0,2,0,0,0,1,3,0,0,1,2,1,0,0,3,1,4,0,0,0,6,3,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,2,0,5,1,10,0,0,0,0,1,0,7,0,0,0,2,0,1,2,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0
"21"," 1 July 2017",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"22"," 1 June 2015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23"," 1 June 2016",17,5,4,4,0,10,1,5,5,5,3,3,0,2,0,0,0,0,0,4,1,0,4,1,0,4,1,5,0,4,1,3,0,5,2,0,0,0,0,0,1,4,0,0,1,0,0,0,2,0,0,0,0,3,0,0,0,0,4,0,9,0,1,0,0,2,2,7,4,4,0,0,0,1,0,2,0,0,0,5,1,2,1,1,0,1,1,0,0,1,0,1,0,5,0
"24"," 1 June 2017",30,20,6,7,7,17,23,1,2,4,20,20,6,14,1,3,0,7,3,0,3,10,1,13,6,4,0,0,9,0,2,0,14,6,0,0,4,2,0,0,4,1,0,3,3,0,0,8,5,8,10,0,0,1,0,0,4,4,3,2,35,2,5,3,2,1,0,15,4,0,7,0,4,1,0,1,0,0,2,1,0,0,0,5,3,4,0,2,5,2,2,1,0,0,0
"25"," 1 March 2016",10,0,6,5,0,2,0,1,4,1,1,1,2,0,2,2,1,0,0,1,0,0,0,4,2,0,5,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,2,2,0,0,0,1,0,2,3,0,0,0,2,0,0,2,1,1,0,0,0,1,0,0,0,0,7,0
"26"," 1 March 2017",6,14,7,11,19,0,10,3,5,5,1,3,3,6,2,7,0,5,5,2,6,0,1,1,0,1,9,2,8,0,2,0,1,4,0,2,1,5,0,4,4,1,0,0,10,0,0,0,3,3,1,3,0,0,0,0,0,0,0,0,19,0,1,0,0,1,2,15,2,11,0,2,2,1,3,0,1,0,1,3,0,0,0,4,6,2,3,0,0,4,1,0,0,4,0
"27"," 1 May 2014",5,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28"," 1 May 2015",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29"," 1 May 2016",2,6,0,2,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30"," 1 May 2017",49,10,3,5,22,9,0,1,4,3,8,13,5,1,5,5,10,0,6,4,2,0,3,2,10,4,3,4,6,5,11,5,4,3,2,1,6,1,0,4,6,0,0,6,0,5,2,0,2,1,8,2,2,0,7,0,0,0,2,0,19,0,2,4,6,2,0,15,1,0,1,3,2,0,0,10,3,3,1,1,0,1,1,3,1,4,3,4,0,2,0,1,0,3,0
"31"," 1 Nov 2016",7,3,6,4,0,0,4,0,1,2,2,2,1,0,2,0,3,2,0,2,0,2,0,2,2,0,8,1,0,2,2,1,1,0,1,3,1,0,0,0,2,0,0,2,0,0,2,0,1,1,0,0,0,2,0,0,1,0,0,0,11,0,1,0,0,1,1,5,2,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
"32"," 1 Nov 2017",54,68,17,24,11,27,42,16,2,7,22,6,8,15,4,18,3,18,8,7,7,1,19,3,11,7,9,2,6,1,3,7,7,7,0,2,5,9,8,3,3,11,3,13,0,3,3,5,2,4,1,3,6,2,3,5,1,1,5,0,99,2,2,5,0,0,7,32,1,0,0,1,1,0,4,2,0,2,1,0,6,0,10,9,0,15,7,19,0,6,0,7,0,9,6
"33"," 1 Oct 2014",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"34"," 1 Oct 2015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35"," 1 Oct 2016",1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"36"," 1 Oct 2017",5,2,0,0,6,2,0,2,0,0,0,0,2,2,0,1,0,0,11,0,0,0,1,0,0,1,0,2,0,0,0,2,6,0,0,0,0,1,0,0,6,1,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,1,2,0,2,0,0,1,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"37"," 1 Sept 2015",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38"," 1 Sept 2016",7,9,5,4,0,4,7,0,1,9,0,3,2,15,0,2,2,3,0,0,3,5,1,0,0,0,2,3,1,1,2,3,1,1,0,2,2,1,0,0,7,0,0,2,0,0,0,0,2,2,6,0,0,0,0,0,0,0,2,0,11,0,0,0,0,2,5,6,0,0,0,1,3,4,0,0,0,0,3,1,0,0,1,3,0,0,0,0,2,0,3,0,0,13,0
"39"," 1 Sept 2017",31,4,11,5,4,4,10,5,10,0,3,2,1,18,1,9,3,1,8,1,1,4,4,2,9,3,2,1,5,1,1,1,0,2,5,5,3,2,2,3,9,3,0,7,4,2,12,0,5,0,2,7,2,0,4,9,5,0,6,0,13,2,1,0,1,2,1,9,2,0,1,2,0,4,1,0,0,0,0,0,3,1,0,2,1,0,0,1,3,0,1,1,5,4,3
"40"," 2 April 2014",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41"," 2 April 2015",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42"," 2 April 2016",1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43"," 2 April 2017",1,0,0,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"44"," 2 Aug 2016",19,6,3,0,1,2,10,0,4,5,2,6,3,6,2,6,1,6,0,0,2,0,0,0,5,0,2,6,1,2,3,2,2,0,0,0,1,1,0,0,2,1,0,2,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,14,0,3,6,0,2,2,2,1,6,0,2,0,2,1,1,1,9,0,1,0,1,0,0,0,0,3,0,0,0,1,0,0,1,0
"45"," 2 Aug 2017",35,18,11,8,11,3,8,2,5,8,14,6,13,19,3,15,13,0,0,7,0,1,7,2,5,2,1,2,10,0,1,2,3,4,4,5,11,3,1,5,24,9,0,0,1,0,17,0,3,3,3,5,2,0,0,0,0,0,0,2,39,0,4,4,5,2,3,11,7,5,1,0,2,0,1,2,2,0,0,2,1,0,0,2,0,0,2,3,0,0,0,0,0,2,0
"46"," 2 Dec 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47"," 2 Dec 2015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48"," 2 Dec 2016",10,6,4,2,15,6,10,1,1,4,4,0,2,20,3,1,0,2,4,1,2,4,0,0,0,1,2,2,0,5,2,2,4,0,0,2,0,0,0,2,0,2,0,0,2,0,2,0,1,0,2,1,2,4,0,0,0,0,2,0,26,5,1,2,1,1,0,17,3,1,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,2,2,0,0,2,5,4,0,2,0
"49"," 2 Dec 2017",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"50"," 2 Feb 2015",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51"," 2 Feb 2016",6,0,3,0,0,1,2,0,3,1,1,1,1,2,0,0,2,0,0,0,0,1,1,0,1,0,2,2,0,1,2,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0
"52"," 2 Feb 2017",17,14,14,8,22,4,10,1,1,4,5,6,5,4,5,5,1,5,1,4,1,6,2,2,2,2,6,3,1,1,2,2,0,0,5,0,1,2,0,2,3,0,0,0,0,4,0,0,2,0,0,0,0,0,2,0,2,0,0,0,21,0,0,0,0,2,0,5,4,0,2,1,1,0,2,0,0,0,0,3,0,0,0,0,2,0,2,0,1,0,1,3,0,9,0
"53"," 2 Feb 2018",37,19,28,15,9,19,15,3,9,11,11,2,1,24,11,10,13,5,3,9,1,7,5,10,17,10,4,7,3,12,4,7,2,13,11,7,6,0,7,3,21,5,12,9,1,10,8,2,1,15,3,3,3,7,3,16,0,3,3,1,37,0,0,3,2,0,0,23,13,16,14,19,1,0,4,4,0,3,0,0,6,0,2,0,16,0,2,0,5,0,8,0,2,8,0
"54"," 2 Jan 2014",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"55"," 2 Jan 2015",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56"," 2 Jan 2017",5,0,0,2,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0
"57"," 2 Jan 2018",26,4,19,13,5,2,15,8,4,2,4,15,0,3,8,8,7,3,1,0,3,4,1,2,4,12,1,4,5,0,2,4,2,0,1,0,3,7,6,2,7,5,0,5,9,3,10,1,1,0,2,3,0,4,7,0,0,0,0,3,26,3,4,7,4,0,1,7,17,0,2,1,0,8,0,3,0,0,2,2,2,1,9,4,0,0,0,0,4,5,0,8,0,3,0
"58"," 2 July 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"59"," 2 July 2015",0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60"," 2 July 2016",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61"," 2 July 2017",4,0,8,5,0,0,0,1,0,0,0,1,0,7,0,2,0,3,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,4,0,0,0,0,0
"62"," 2 June 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63"," 2 June 2015",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"64"," 2 June 2016",14,4,1,5,1,2,2,2,3,8,2,0,4,11,0,1,3,0,0,2,2,6,2,1,7,4,2,1,4,0,1,1,0,0,1,5,1,4,0,0,9,5,0,2,0,0,0,0,5,0,1,0,1,0,0,0,1,0,0,0,15,0,1,0,0,2,2,3,0,0,1,1,0,0,0,0,0,1,2,2,2,0,0,2,0,3,0,0,0,1,0,0,0,3,0
"65"," 2 June 2017",20,18,0,10,12,0,23,2,8,2,9,2,2,33,0,0,0,4,0,0,0,19,0,3,5,0,0,1,2,5,1,1,8,3,2,3,5,0,2,3,2,0,0,6,0,0,2,0,2,6,7,4,2,1,3,0,0,0,2,3,28,0,0,0,0,2,1,10,3,0,2,0,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,3,0,10,0
"66"," 2 March 2015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67"," 2 March 2016",4,3,8,5,3,0,5,1,2,0,3,1,0,6,1,0,0,5,0,0,0,3,1,0,5,1,6,1,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,2,0,2,0,0,0,1,0,0,3,0,0,0,0,1,1,3,1,0,1,0,0,0,1,3,2,0,0,3,0
