"","date","PRON","fed","stock","market","trump","bank","rate","big","cramer","share","new","year","ceo","job","investor","high","apple","hike","tax","earning","rise","report","facebook","china","growth","analyst","trade","street","economy","good","buy","wall","plan","time","amazon","fall","company","hit","bitcoin","dollar","low","tech","yellen","expect","rally","price","iphone","central","early","start","cut","billion","datum","deal","economic","update","need","google","week","bond","ed","policy","oil","business","inflation","mover","sale","op","look","beat","raise","million","like","strategist","trader","sell","goldman","want","twitter","hour","global","fund","ahead","surge","jump","change","gold","chair","come","watch","drop","gain","ecb","day","yield"
"659","17-Feb-17",15,1,7,2,6,2,1,1,1,9,1,1,1,0,3,0,1,0,2,1,5,2,0,0,2,1,4,1,0,1,4,1,0,3,2,4,4,1,1,0,1,3,0,3,3,2,1,0,2,0,1,0,0,1,0,0,0,0,3,0,7,2,2,2,4,2,1,3,1,0,0,0,3,1,3,0,1,2,0,0,2,2,3,1,2,3,3,0,3,2,0,0,0,4,0
"660","17-Jan-14",2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"661","17-Jan-17",40,14,9,2,44,16,6,5,6,10,3,6,23,9,8,2,0,0,2,8,5,4,2,9,1,3,31,0,9,7,2,0,0,1,0,4,2,1,0,4,9,2,0,0,2,2,0,4,1,1,2,4,0,3,2,0,5,0,2,0,28,9,1,8,0,1,5,16,0,0,0,1,0,0,6,1,1,2,0,2,5,1,3,2,2,1,1,7,0,0,0,0,0,3,0
"662","17-Jan-18",41,12,13,9,2,45,23,7,16,9,3,14,4,2,6,12,17,8,7,15,8,5,6,11,2,5,5,8,4,4,2,5,4,5,0,8,0,6,19,9,7,2,0,16,1,8,7,8,4,0,4,13,0,0,3,18,3,6,0,6,32,4,0,0,0,0,0,13,2,6,0,0,3,3,4,2,9,3,0,2,0,0,2,4,2,1,9,0,1,0,4,1,5,11,3
"663","17-Jul-14",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"664","17-Jul-16",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"665","17-Jul-17",22,7,8,10,5,8,5,6,10,6,8,4,0,0,8,1,3,0,4,7,5,12,0,8,4,5,2,4,0,3,3,3,3,6,6,0,0,2,0,1,6,1,0,1,1,1,3,2,3,6,0,6,3,0,4,0,0,3,7,3,25,2,2,8,1,2,0,13,8,2,1,5,1,0,1,0,0,0,1,1,4,0,1,0,0,6,0,0,4,4,1,4,2,10,0
"666","17-Jun-14",1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"667","17-Jun-16",13,6,2,0,1,3,0,5,3,10,0,1,0,2,1,0,0,0,0,3,4,2,1,0,2,2,3,2,0,3,0,1,1,1,0,0,0,0,0,0,1,1,0,5,0,0,0,0,1,5,0,0,2,0,0,0,0,0,3,1,11,0,0,0,0,1,2,2,2,4,0,0,1,0,1,2,1,0,0,0,0,0,0,2,4,1,3,0,0,0,0,2,0,1,0
"668","17-Jun-17",7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"669","17-Mar-14",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"670","17-Mar-15",1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"671","17-Mar-16",16,27,1,8,6,11,8,0,3,0,0,0,0,10,0,2,3,0,1,1,8,0,0,0,0,1,10,2,4,0,3,2,1,0,0,0,1,0,0,3,1,1,0,4,3,2,0,2,2,0,4,0,0,0,0,0,2,0,0,0,33,2,3,0,0,2,1,7,6,0,0,0,1,0,0,2,0,0,0,1,2,0,2,2,0,3,3,0,2,1,0,0,0,5,0
"672","17-Mar-17",16,14,4,9,11,8,9,3,1,3,2,0,5,2,7,4,0,6,0,2,2,0,0,2,2,1,3,2,0,1,1,2,12,2,0,2,2,7,0,0,2,1,0,1,0,1,0,0,2,0,1,2,0,1,0,0,0,0,5,3,26,0,1,0,0,2,2,17,0,4,2,0,0,0,1,4,2,6,0,0,0,2,4,0,0,0,4,0,0,1,1,2,0,3,3
"673","17-May-16",9,0,8,7,4,0,6,2,3,8,2,2,3,0,2,0,0,3,0,3,2,0,0,4,0,1,2,2,1,6,0,2,0,1,1,0,3,0,0,0,3,0,0,3,0,2,0,0,2,2,1,0,0,0,0,0,0,0,0,1,5,0,1,0,0,2,4,10,1,4,2,0,0,3,1,0,3,0,0,2,0,1,0,0,2,0,3,0,0,1,0,3,0,4,0
"674","17-May-17",18,1,9,15,12,2,5,6,6,1,2,2,4,4,6,5,5,0,2,2,4,2,0,1,2,1,3,2,2,5,0,2,0,2,6,0,0,3,0,3,4,2,0,10,1,6,9,0,2,7,4,2,0,0,0,0,4,10,0,3,24,2,2,6,0,2,0,14,6,1,5,2,0,2,1,9,1,3,0,1,0,4,3,0,0,4,1,0,5,0,0,1,0,4,0
"675","17-Nov-14",2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"676","17-Nov-15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"677","17-Nov-16",27,13,3,7,15,1,7,4,1,2,7,6,1,6,2,6,0,7,1,3,4,0,0,0,0,3,5,0,6,3,1,1,1,0,0,0,2,4,0,1,10,2,11,4,2,2,0,0,2,4,5,2,0,0,0,0,0,0,0,1,22,2,0,4,0,2,5,8,1,2,1,0,1,0,3,1,1,4,0,2,0,1,0,0,0,0,3,0,4,0,0,3,0,0,0
"678","17-Nov-17",16,8,12,10,5,20,11,6,7,5,6,7,5,0,4,10,3,8,20,2,3,1,3,6,0,5,1,10,0,1,1,10,6,1,6,4,11,2,7,9,6,3,0,3,0,0,0,3,0,5,3,1,4,1,4,6,2,3,3,3,33,10,1,0,1,0,5,18,0,1,0,4,2,2,0,0,0,0,0,0,2,1,0,4,0,3,2,0,2,1,1,2,4,2,3
"679","17-Oct-14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"680","17-Oct-16",10,4,4,4,0,2,2,0,3,0,2,0,2,0,1,2,3,0,0,3,0,0,0,0,2,1,7,1,0,1,1,2,0,1,1,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,9,2,1,0,2,1,1,5,1,3,0,1,1,0,3,1,5,1,2,1,0,1,0,1,0,0,7,0,0,3,0,0,0,0,0
"681","17-Oct-17",31,27,14,17,15,12,8,14,4,7,10,10,1,0,9,10,0,1,4,13,7,1,3,1,1,2,11,10,3,5,1,5,7,1,0,0,1,7,3,8,3,2,3,3,4,1,0,1,7,2,7,2,4,2,0,7,1,9,1,3,36,0,0,0,4,0,0,10,0,8,0,4,10,4,6,0,8,1,0,2,0,5,0,0,6,2,10,13,4,0,0,1,1,6,4
"682","17-Sep-14",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"683","17-Sep-15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"684","17-Sep-17",6,2,0,0,3,9,4,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,1,0,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6,0,0,0,2,0,4,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"685","18-Apr-16",5,0,7,2,1,4,3,7,2,4,0,1,2,0,0,1,0,0,2,3,0,1,0,0,0,0,1,0,3,0,3,0,0,0,2,5,0,0,0,0,5,4,0,0,0,1,0,0,2,2,0,0,0,0,0,0,2,0,1,1,4,0,7,1,0,2,3,5,3,0,0,0,0,1,1,0,1,0,0,2,0,0,0,1,1,2,1,0,0,0,2,0,2,2,0
"686","18-Apr-17",29,0,7,7,13,8,0,8,3,2,11,4,6,2,5,2,5,0,1,6,5,0,4,2,1,5,2,2,2,2,3,2,0,0,0,5,5,0,0,2,3,2,0,3,1,0,4,0,2,4,0,3,0,3,1,0,0,0,1,1,17,1,0,5,0,2,0,8,2,1,1,2,2,0,2,2,3,1,1,1,2,3,0,0,0,0,4,0,8,1,4,0,0,4,3
"687","18-Aug-14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"688","18-Aug-16",15,4,6,4,4,1,6,2,0,5,7,3,5,6,1,1,2,0,0,3,3,7,0,0,2,1,2,1,0,3,8,2,3,3,0,4,2,2,0,0,2,0,0,3,0,1,2,0,2,0,0,0,0,0,7,0,0,1,0,1,14,0,0,2,0,2,1,4,0,0,0,2,0,2,2,1,0,0,1,1,2,1,0,1,1,2,2,1,1,2,0,3,0,0,0
"689","18-Aug-17",6,0,11,8,22,2,5,3,2,1,2,6,8,0,2,4,0,0,0,1,2,0,5,1,3,2,4,6,0,6,0,5,0,3,1,4,3,4,2,1,2,3,0,0,0,0,0,0,2,9,3,3,4,0,0,1,0,8,4,0,3,0,1,0,0,2,1,14,0,0,0,3,2,5,1,2,5,0,0,0,1,4,0,2,0,1,5,0,2,0,3,1,0,4,0
"690","18-Dec-14",0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"691","18-Dec-15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"692","18-Dec-16",0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"693","18-Dec-17",25,4,9,10,4,11,2,5,5,6,7,13,3,5,4,7,3,0,5,3,7,1,8,4,1,1,1,0,3,2,3,0,4,7,2,2,4,10,14,2,1,6,0,2,0,4,0,1,1,0,0,5,3,3,4,0,1,3,3,6,9,0,0,0,0,0,1,10,1,0,4,3,6,0,0,3,1,2,3,2,1,3,4,2,3,4,1,2,0,0,0,0,0,1,3
"694","18-Feb-14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"695","18-Feb-15",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"696","18-Feb-16",5,3,3,3,0,1,3,0,2,0,2,0,2,2,2,2,10,3,0,0,0,1,0,0,2,1,2,2,3,2,3,0,0,0,0,2,0,1,0,0,0,2,0,0,4,0,0,0,4,0,1,0,0,3,0,0,2,0,0,0,8,0,3,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1
"697","18-Feb-17",1,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"698","18-Jan-16",1,0,2,1,0,4,0,0,1,0,0,2,0,0,1,0,0,3,0,0,0,2,0,7,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"699","18-Jan-17",39,13,9,6,36,18,11,1,10,3,6,1,20,5,3,5,1,0,1,6,3,0,1,4,1,0,12,1,13,2,0,1,2,1,5,0,5,8,0,8,10,2,9,4,4,3,1,4,5,0,3,1,0,1,0,0,1,0,4,1,44,6,0,1,2,1,0,23,1,0,4,0,6,1,2,0,2,0,3,2,9,1,0,1,0,2,3,2,2,0,2,0,0,7,0
"700","18-Jan-18",42,13,8,14,17,18,10,5,2,17,5,25,5,8,5,12,6,7,5,4,1,8,0,4,5,1,1,0,1,6,10,3,3,3,3,9,6,0,6,6,17,7,0,10,3,1,0,1,3,17,2,0,3,1,1,3,1,2,0,1,34,9,3,1,0,0,0,19,3,7,5,6,1,0,0,2,7,3,0,2,0,0,0,0,2,1,7,3,0,1,6,2,0,2,7
"701","18-Jul-14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"702","18-Jul-16",10,0,5,6,7,5,4,8,4,0,2,1,0,5,3,1,0,0,0,2,0,0,0,0,0,0,1,2,0,0,2,2,0,3,0,3,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,1,8,0,0,0,0,1,1,4,2,0,0,0,0,1,1,0,0,0,1,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
"703","18-Jul-17",32,9,15,11,12,17,0,7,11,6,17,3,7,0,2,6,4,0,1,9,5,5,1,3,3,5,14,15,6,2,4,12,4,2,3,3,10,4,0,3,5,7,0,5,6,3,3,2,3,0,2,1,0,5,0,0,3,6,1,2,30,3,0,2,0,2,0,17,2,6,0,0,5,0,2,1,13,0,2,1,0,1,1,1,0,1,14,1,3,2,0,0,0,1,0
"704","18-Jun-14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"705","18-Jun-15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"706","18-Jun-16",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"707","18-Jun-17",6,3,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"708","18-Mar-14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"709","18-Mar-15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"710","18-Mar-16",4,0,3,1,0,0,5,0,3,1,0,0,0,0,1,0,3,0,1,0,0,1,0,0,0,1,5,0,0,1,2,0,0,0,0,1,0,0,0,1,1,0,0,4,2,1,1,0,2,0,0,0,1,2,0,0,0,0,0,0,3,0,1,0,0,2,1,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,2,0
"711","18-Mar-17",0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"712","18-May-14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"713","18-May-15",2,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"714","18-May-16",5,16,4,2,0,8,9,2,0,2,3,1,3,2,2,0,0,10,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,2,2,1,1,0,0,0,2,2,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,3,0,0,20,0,1,4,0,1,3,1,2,2,0,0,2,0,0,0,1,2,0,2,0,0,0,1,0,1,1,0,1,0,0,0,0,3,0
"715","18-May-17",22,16,9,7,16,3,13,7,3,3,10,0,8,1,6,2,2,0,2,0,7,0,0,2,1,0,6,0,4,4,3,0,7,1,3,1,6,1,0,0,3,2,0,7,0,1,2,2,2,1,2,0,0,0,0,0,1,10,1,0,35,1,3,2,0,2,0,24,5,0,0,0,1,2,5,2,0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,2,7,0
"716","18-Nov-14",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"717","18-Nov-15",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"718","18-Nov-16",14,5,4,4,9,0,6,0,2,3,2,0,2,4,0,0,2,5,0,1,2,2,1,0,0,0,4,0,0,0,1,0,4,1,4,1,0,1,0,1,1,0,0,0,1,2,0,0,1,1,0,1,0,1,0,0,0,0,3,1,9,2,0,0,0,1,2,7,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,2,1,1,0,0,0,0,0,0,2,0
"719","18-Nov-17",1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0
"720","18-Oct-16",2,0,6,5,0,1,3,0,3,2,0,1,0,0,1,6,1,0,0,2,1,0,0,0,0,3,0,1,1,4,0,1,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,1,7,0,1,0,0,2,1,3,0,2,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,5,0
"721","18-Oct-17",30,19,9,17,7,16,6,10,11,10,15,10,13,2,7,3,0,2,6,4,10,1,2,5,5,2,3,2,1,2,10,3,0,3,6,0,7,3,4,5,6,11,0,1,4,1,0,1,9,9,6,2,3,2,2,3,3,0,0,5,37,0,1,4,1,0,3,12,3,3,4,8,3,0,2,2,1,2,1,1,0,3,1,0,8,0,5,0,3,1,0,5,1,2,4
"722","18-Sep-14",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"723","18-Sep-15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"724","18-Sep-16",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"725","18-Sep-17",44,32,20,34,7,47,9,6,2,2,9,2,12,6,6,15,3,2,3,0,3,1,7,3,1,4,0,1,0,0,2,1,0,7,3,5,11,3,8,6,3,4,0,0,2,4,5,9,6,0,4,6,0,0,5,3,10,3,8,4,63,2,0,4,1,3,2,20,1,0,1,8,1,4,0,4,6,2,0,2,17,0,6,3,0,1,10,0,4,8,3,3,0,1,2
"726","19-Apr-14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
